PlayerA,PlayerB,RankA,RankB,RankDiff,WinnerBinary
Dodig I.,Rosol L.,99,100,-1.0,0
Federer R.,Ramos A.,3,43,-40.0,1
Kavcic B.,Petzschner P.,74,101,-27.0,0
Gasquet R.,Kamke T.,19,84,-65.0,1
Djokovic N.,Ferrero J.C.,1,38,-37.0,1
Menendez-Maceiras A.,Russell M.,212,112,100.0,0
Malisse X.,Matosevic M.,75,72,3.0,1
Mayer F.,Tursunov D.,29,129,-100.0,1
Verdasco F.,Wang J.,16,207,-191.0,1
Berdych T.,Gulbis E.,7,87,-80.0,0
Mayer L.,Monaco J.,61,14,47.0,0
Nalbandian D.,Tipsarevic J.,40,8,32.0,0
Benneteau J.,Muller G.,32,53,-21.0,1
Mathieu P.H.,Simon G.,176,13,163.0,0
Stakhovsky S.,Stepanek R.,85,27,58.0,0
Starace P.,Sweeting R.,97,130,-33.0,0
Chardy J.,Volandri F.,57,79,-22.0,1
Bolelli S.,Janowicz J.,118,136,-18.0,0
Harrison R.,Lu Y.H.,48,56,-8.0,1
Young D.,Youzhny M.,51,33,18.0,0
Goodall J.,Zemlja G.,215,120,95.0,0
Becker B.,Blake J.,124,91,33.0,1
Andreev I.,Golding O.,93,491,-398.0,1
Bemelmans R.,Berlocq C.,131,37,94.0,1
Fognini F.,Llodra M.,68,54,14.0,1
Darcis S.,Rufin G.,63,168,-105.0,0
Cervantes I.,Cipolla F.,152,89,63.0,1
Istomin D.,Seppi A.,39,26,13.0,1
Falla A.,Isner J.,73,10,63.0,1
Granollers M.,Troicki V.,23,34,-11.0,0
Chela J.I.,Klizan M.,83,62,21.0,0
Djokovic N.,Nadal R.,2,1,1.0,1
Djokovic N.,Tsonga J.W.,2,19,-17.0,1
Murray A.,Nadal R.,4,1,3.0,0
Djokovic N.,Tomic B.,2,158,-156.0,1
Lopez F.,Murray A.,44,4,40.0,0
Fish M.,Nadal R.,9,1,8.0,0
Federer R.,Tsonga J.W.,3,19,-16.0,0
Djokovic N.,Llodra M.,2,35,-33.0,1
Federer R.,Youzhny M.,3,17,-14.0,1
Kubot L.,Lopez F.,93,44,49.0,0
Ferrer D.,Tsonga J.W.,6,19,-13.0,0
Gasquet R.,Murray A.,13,4,9.0,0
Berdych T.,Fish M.,7,9,-2.0,0
Malisse X.,Tomic B.,42,158,-116.0,0
Del Potro J.M.,Nadal R.,21,1,20.0,0
Muller G.,Nadal R.,92,1,91.0,0
Baghdatis M.,Djokovic N.,30,2,28.0,0
Almagro N.,Youzhny M.,15,17,-2.0,0
Kubot L.,Monfils G.,93,8,85.0,1
Fish M.,Haase R.,9,58,-49.0,1
Soderling R.,Tomic B.,5,158,-153.0,0
Beck K.,Ferrer D.,156,6,150.0,0
Llodra M.,Lu Y.H.,35,57,-22.0,1
Gonzalez F.,Tsonga J.W.,478,19,459.0,0
Federer R.,Nalbandian D.,3,23,-20.0,1
Berdych T.,Bogomolov A.,7,72,-65.0,1
Malisse X.,Melzer J.,42,11,31.0,1
Del Potro J.M.,Simon G.,21,16,5.0,1
Bolelli S.,Gasquet R.,116,13,103.0,0
Lopez F.,Roddick A.,44,10,34.0,1
Ljubicic I.,Murray A.,33,4,29.0,0
Melzer J.,Tursunov D.,11,53,-42.0,1
Andreev I.,Tomic B.,79,158,-79.0,0
Ferrer D.,Harrison R.,6,122,-116.0,1
Del Potro J.M.,Rochus O.,21,73,-52.0,1
Devvarman S.,Youzhny M.,68,17,51.0,0
De Voest R.,Gonzalez F.,147,478,-331.0,0
Anderson K.,Djokovic N.,36,2,34.0,0
Lu Y.H.,Troicki V.,57,12,45.0,1
Baghdatis M.,Seppi A.,30,38,-8.0,1
Malisse X.,Mayer F.,42,18,24.0,1
Almagro N.,Isner J.,15,47,-32.0,1
Haider-Maurer A.,Nalbandian D.,78,23,55.0,0
Llodra M.,Mello R.,35,89,-54.0,1
Beck K.,Garcia-Lopez G.,156,41,115.0,1
Dimitrov G.,Tsonga J.W.,62,19,43.0,0
Hewitt L.,Soderling R.,130,5,125.0,0
Federer R.,Mannarino A.,3,55,-52.0,1
Anderson K.,Marchenko I.,36,114,-78.0,1
Sela D.,Simon G.,84,16,68.0,0
Dimitrov G.,Stebe C.M.,62,208,-146.0,1
Muller G.,Raonic M.,92,25,67.0,1
Haase R.,Verdasco F.,58,22,36.0,1
Hanescu V.,Roddick A.,63,10,53.0,0
Lopez F.,Schuettler R.,44,113,-69.0,1
Gulbis E.,Tursunov D.,75,53,22.0,0
Monfils G.,Zemlja G.,8,157,-149.0,1
Karlovic I.,Kubot L.,144,93,51.0,0
Nadal R.,Sweeting R.,1,69,-68.0,1
Bogomolov A.,Chela J.I.,72,20,52.0,1
Ljubicic I.,Stakhovsky S.,33,46,-13.0,1
Gasquet R.,Kunitsyn I.,13,66,-53.0,1
Benneteau J.,Berdych T.,77,7,70.0,0
Kamke T.,Murray A.,83,4,79.0,0
Bolelli S.,Wawrinka S.,116,14,102.0,1
Fish M.,Istomin D.,9,65,-56.0,1
Soeda G.,Tsonga J.W.,131,19,112.0,0
Beck A.,Roddick A.,156,10,146.0,0
Devvarman S.,Gremelmayr D.,68,101,-33.0,1
Garcia-Lopez G.,Golubev A.,41,45,-4.0,1
Karlovic I.,Tipsarevic J.,144,29,115.0,1
Dolgopolov O.,Gonzalez F.,24,478,-454.0,0
Hewitt L.,Nishikori K.,130,52,78.0,1
Almagro N.,Nieminen J.,15,51,-36.0,1
Falla A.,Melzer J.,88,11,77.0,0
Kamke T.,Kavcic B.,83,74,9.0,1
Gonzalez M.,Troicki V.,86,12,74.0,0
Cilic M.,Ljubicic I.,26,33,-7.0,0
Evans D.,Mayer F.,301,18,283.0,0
Chela J.I.,Matosevic M.,20,150,-130.0,1
Petzschner P.,Soderling R.,67,5,62.0,0
Roger-Vasselin E.,Simon G.,145,16,129.0,0
Dancevic F.,Mello R.,164,89,75.0,0
De Schepper K.,Rochus O.,234,73,161.0,0
Monaco J.,Youzhny M.,43,17,26.0,0
Andreev I.,Gabashvili T.,79,129,-50.0,1
Baghdatis M.,Blake J.,30,102,-72.0,1
Mannarino A.,Niland C.,55,181,-126.0,1
Beck K.,Berlocq C.,156,70,86.0,1
Stepanek R.,Verdasco F.,60,22,38.0,0
Clement A.,Kubot L.,143,93,50.0,0
Ferrer D.,Paire B.,6,115,-109.0,1
De Voest R.,Ramirez-Hidalgo R.,147,121,26.0,1
Chardy J.,Djokovic N.,54,2,52.0,0
Malisse X.,Zverev M.,42,103,-61.0,1
Haase R.,Riba P.,58,71,-13.0,1
Cox D.,Stakhovsky S.,273,46,227.0,0
Cipolla F.,Del Potro J.M.,112,21,91.0,0
Hanescu V.,Pospisil J.,63,133,-70.0,1
Lu Y.H.,Robredo T.,57,31,26.0,1
Montanes A.,Seppi A.,34,38,-4.0,0
Isner J.,Mahut N.,47,94,-47.0,1
Haider-Maurer A.,Serra F.,78,126,-48.0,1
Federer R.,Kukushkin M.,3,61,-58.0,1
Dodig I.,Harrison R.,37,122,-85.0,0
Nalbandian D.,Reister J.,23,135,-112.0,1
Davydenko N.,Tomic B.,27,158,-131.0,0
Llodra M.,Ward J.,35,192,-157.0,1
Berrer M.,Lopez F.,76,44,32.0,0
Nadal R.,Russell M.,1,90,-89.0,1
Gil F.,Sela D.,91,84,7.0,0
Kunitsyn I.,Sijsling I.,66,188,-122.0,1
Starace P.,Wawrinka S.,49,14,35.0,0
Bellucci T.,Schuettler R.,28,113,-85.0,0
Bolelli S.,Fischer M.,116,151,-35.0,1
Gasquet R.,Giraldo S.,13,64,-51.0,1
Fish M.,Granollers M.,9,279,-270.0,1
Bachinger M.,Monfils G.,98,8,90.0,0
Gicquel M.,Raonic M.,119,25,94.0,0
Berdych T.,Volandri F.,7,81,-74.0,1
Gimeno-Traver D.,Murray A.,59,4,55.0,0
Lacko L.,Zemlja G.,148,157,-9.0,0
Bogomolov A.,Young D.,72,111,-39.0,1
Haas T.,Muller G.,895,92,803.0,0
Istomin D.,Kohlschreiber P.,65,39,26.0,1
Bemelmans R.,Benneteau J.,163,77,86.0,0
Andujar P.,Sweeting R.,50,69,-19.0,0
Berdych T.,Nadal R.,13,1,12.0,0
Murray A.,Nadal R.,4,1,3.0,0
Berdych T.,Djokovic N.,13,3,10.0,1
Berdych T.,Federer R.,13,2,11.0,1
Nadal R.,Soderling R.,1,6,-5.0,1
Murray A.,Tsonga J.W.,4,10,-6.0,1
Djokovic N.,Lu Y.H.,3,82,-79.0,1
Ferrer D.,Soderling R.,11,6,5.0,0
Berdych T.,Brands D.,13,98,-85.0,1
Federer R.,Melzer J.,2,16,-14.0,1
Mathieu P.H.,Nadal R.,66,1,65.0,0
Murray A.,Querrey S.,4,21,-17.0,1
Djokovic N.,Hewitt L.,3,26,-23.0,1
Benneteau J.,Tsonga J.W.,40,10,30.0,0
Lu Y.H.,Roddick A.,82,7,75.0,1
Murray A.,Simon G.,4,32,-28.0,1
Kamke T.,Tsonga J.W.,126,10,116.0,0
Bellucci T.,Soderling R.,24,6,18.0,0
Benneteau J.,Fognini F.,40,80,-40.0,1
De Bakker T.,Mathieu P.H.,49,66,-17.0,0
Nadal R.,Petzschner P.,1,41,-40.0,1
Malisse X.,Querrey S.,63,21,42.0,0
Chardy J.,Ferrer D.,55,11,44.0,0
Djokovic N.,Montanes A.,3,31,-28.0,1
Clement A.,Federer R.,86,2,84.0,0
De Bakker T.,Isner J.,49,19,30.0,1
Hewitt L.,Monfils G.,26,20,6.0,1
Lu Y.H.,Mayer F.,82,59,23.0,1
Kohlschreiber P.,Roddick A.,35,7,28.0,0
Lopez F.,Melzer J.,30,16,14.0,0
Berdych T.,Istomin D.,13,70,-57.0,1
Mathieu P.H.,Youzhny M.,66,14,52.0,1
Brands D.,Hanescu V.,98,38,60.0,1
Dodig I.,Querrey S.,193,21,172.0,0
Granollers M.,Soderling R.,87,6,81.0,0
Marchenko I.,Simon G.,74,32,42.0,0
Ferrer D.,Serra F.,11,64,-53.0,1
Malisse X.,Reister J.,63,129,-66.0,1
Bellucci T.,Fischer M.,24,164,-140.0,1
Kamke T.,Seppi A.,126,69,57.0,1
Murray A.,Nieminen J.,4,67,-63.0,1
Kubot L.,Petzschner P.,53,41,12.0,0
Haase R.,Nadal R.,151,1,150.0,0
Beck A.,Benneteau J.,79,40,39.0,0
Fognini F.,Russell M.,80,101,-21.0,1
Chardy J.,Lacko L.,55,75,-20.0,1
Isner J.,Mahut N.,19,148,-129.0,1
Dolgopolov O.,Tsonga J.W.,43,10,33.0,0
Bozoljac I.,Federer R.,152,2,150.0,0
Dent T.,Djokovic N.,97,3,94.0,0
Becker B.,Berdych T.,71,13,58.0,0
Lu Y.H.,Przysiezny M.,82,94,-12.0,1
Hewitt L.,Korolev E.,26,77,-51.0,1
Brands D.,Davydenko N.,98,5,93.0,1
Hanescu V.,Ilhan M.,38,118,-80.0,1
Clement A.,Luczak P.,86,83,3.0,1
Berankis R.,Lopez F.,156,30,126.0,0
Fish M.,Mayer F.,73,59,14.0,0
Beck K.,Monfils G.,88,20,68.0,0
Llodra M.,Roddick A.,37,7,30.0,0
Evans B.,Montanes A.,318,31,287.0,0
Istomin D.,Schuettler R.,70,85,-15.0,1
Melzer J.,Troicki V.,16,42,-26.0,1
De Bakker T.,Giraldo S.,49,54,-5.0,1
Gabashvili T.,Kohlschreiber P.,84,35,49.0,0
Ferrero J.C.,Malisse X.,17,63,-46.0,0
Chardy J.,Gimeno-Traver D.,55,72,-17.0,1
Ginepri R.,Soderling R.,72,6,66.0,0
Bellucci T.,Mello R.,24,92,-68.0,1
Ferrer D.,Kiefer N.,11,178,-167.0,1
Gil F.,Granollers M.,89,87,2.0,0
Chiudinelli M.,Dolgopolov O.,61,43,18.0,0
Dodig I.,Hernandez O.,193,125,68.0,1
Fischer M.,Soeda G.,164,124,40.0,1
Blake J.,Haase R.,109,151,-42.0,0
Alcaide G.,Simon G.,238,32,206.0,0
Baker J.,Beck A.,253,79,174.0,0
Greul S.,Serra F.,62,64,-2.0,0
Hajek J.,Murray A.,90,4,86.0,0
Almagro N.,Seppi A.,18,69,-51.0,0
Berrer M.,Marchenko I.,46,74,-28.0,0
Querrey S.,Stakhovsky S.,21,47,-26.0,1
Baghdatis M.,Lacko L.,27,75,-48.0,0
Koubek S.,Nieminen J.,121,67,54.0,0
Fognini F.,Verdasco F.,80,9,71.0,1
Kavcic B.,Kubot L.,120,53,67.0,0
De Voest R.,Reister J.,257,129,128.0,0
Gicquel M.,Mathieu P.H.,128,66,62.0,0
Kendrick R.,Tsonga J.W.,161,10,151.0,0
Riba-Madrid P.,Russell M.,78,101,-23.0,0
Sela D.,Youzhny M.,65,14,51.0,0
Nadal R.,Nishikori K.,1,189,-188.0,1
Garcia-Lopez G.,Kamke T.,39,126,-87.0,0
Petzschner P.,Robert S.,41,76,-35.0,1
Benneteau J.,Vliegen K.,40,174,-134.0,1
Mayer L.,Monfils G.,52,20,32.0,0
Ram R.,Roddick A.,93,7,86.0,0
Schuettler R.,Tursunov D.,85,371,-286.0,1
Cilic M.,Mayer F.,12,59,-47.0,0
Berdych T.,Golubev A.,13,81,-68.0,1
Lu Y.H.,Zeballos H.,82,44,38.0,1
Fish M.,Tomic B.,73,246,-173.0,1
Evans B.,Huta Galung J.,318,285,33.0,1
Lorenzi P.,Montanes A.,96,31,65.0,0
Ljubicic I.,Przysiezny M.,15,94,-79.0,0
Andreev I.,Brands D.,57,98,-41.0,0
Kunitsyn I.,Troicki V.,104,42,62.0,0
Beck K.,Ventura S.,88,131,-43.0,1
Llodra M.,Witten J.,37,186,-149.0,1
Korolev E.,Schwank E.,77,50,27.0,1
Becker B.,Sweeting R.,71,119,-48.0,1
Delgado R.,Gabashvili T.,143,84,59.0,0
Gonzalez M.,Hewitt L.,159,26,133.0,0
Kohlschreiber P.,Starace P.,35,58,-23.0,1
Levine J.,Lopez F.,115,30,85.0,0
Brown D.,Melzer J.,102,16,86.0,0
Chela J.I.,Dent T.,51,97,-46.0,0
Hanescu V.,Kuznetsov A.,38,167,-129.0,1
Ball C.,Berankis R.,134,156,-22.0,0
Istomin D.,Wawrinka S.,70,23,47.0,1
Djokovic N.,Rochus O.,3,68,-65.0,1
Luczak P.,Robredo T.,83,36,47.0,1
Falla A.,Federer R.,60,2,58.0,0
Anderson K.,Davydenko N.,95,5,90.0,0
Bozoljac I.,Massu N.,152,99,53.0,1
Daniel M.,Ilhan M.,108,118,-10.0,0
Clement A.,Tipsarevic J.,86,45,41.0,1
Federer R.,Roddick A.,2,6,-4.0,1
Federer R.,Haas T.,2,34,-32.0,1
Murray A.,Roddick A.,3,6,-3.0,0
Hewitt L.,Roddick A.,56,6,50.0,0
Djokovic N.,Haas T.,4,34,-30.0,0
Federer R.,Karlovic I.,2,36,-34.0,1
Ferrero J.C.,Murray A.,70,3,67.0,0
Ferrero J.C.,Simon G.,70,7,63.0,1
Berdych T.,Roddick A.,20,6,14.0,0
Hewitt L.,Stepanek R.,56,23,33.0,1
Murray A.,Wawrinka S.,3,18,-15.0,1
Karlovic I.,Verdasco F.,36,8,28.0,1
Federer R.,Soderling R.,2,12,-10.0,1
Andreev I.,Haas T.,26,34,-8.0,0
Djokovic N.,Sela D.,4,46,-42.0,1
Levine J.,Wawrinka S.,133,18,115.0,0
Ferrero J.C.,Gonzalez F.,70,10,60.0,1
Ferrer D.,Stepanek R.,21,23,-2.0,0
Andreev I.,Seppi A.,26,50,-24.0,1
Melzer J.,Roddick A.,30,6,24.0,0
Cilic M.,Haas T.,13,34,-21.0,0
Hewitt L.,Petzschner P.,56,55,1.0,1
Hanescu V.,Simon G.,28,7,21.0,0
Murray A.,Troicki V.,3,31,-28.0,1
Berdych T.,Davydenko N.,20,11,9.0,1
Almagro N.,Soderling R.,48,12,36.0,0
Montanes A.,Verdasco F.,33,8,25.0,0
Robredo T.,Sela D.,15,46,-31.0,0
Karlovic I.,Tsonga J.W.,36,9,27.0,1
Federer R.,Kohlschreiber P.,2,32,-30.0,1
Djokovic N.,Fish M.,4,25,-21.0,1
Del Potro J.M.,Hewitt L.,5,56,-51.0,0
Gicquel M.,Seppi A.,59,50,9.0,0
Petzschner P.,Zverev M.,55,45,10.0,1
Gonzalez F.,Mayer L.,10,64,-54.0,1
Ferrero J.C.,Santoro F.,70,37,33.0,1
Alves T.,Simon G.,118,7,111.0,0
Kunitsyn I.,Roddick A.,39,6,33.0,0
Gulbis E.,Murray A.,74,3,71.0,0
Cuevas P.,Levine J.,125,133,-8.0,0
Gimeno-Traver D.,Troicki V.,98,31,67.0,0
Becker B.,Melzer J.,49,30,19.0,0
Vassallo-Arguello M.,Wawrinka S.,57,18,39.0,0
Crivoi V.,Davydenko N.,87,11,76.0,0
Devilder N.,Hanescu V.,96,28,68.0,0
Ferrer D.,Fognini F.,21,66,-45.0,1
Berdych T.,Mathieu P.H.,20,38,-18.0,1
Starace P.,Stepanek R.,80,23,57.0,0
Almagro N.,Beck K.,48,143,-95.0,1
Kohlschreiber P.,Minar I.,32,78,-46.0,1
Cilic M.,Querrey S.,13,47,-34.0,1
Koubek S.,Robredo T.,189,15,174.0,0
Dent T.,Gimeno-Traver D.,266,98,168.0,0
Granollers M.,Soderling R.,111,12,99.0,0
Verdasco F.,Vliegen K.,8,82,-74.0,1
Canas G.,Montanes A.,140,33,107.0,0
Fish M.,Tipsarevic J.,25,51,-26.0,1
Haas T.,Llodra M.,34,137,-103.0,1
Bolelli S.,Tsonga J.W.,63,9,54.0,0
Andreev I.,Spadea V.,26,113,-87.0,1
Darcis S.,Karlovic I.,77,36,41.0,0
Schuettler R.,Sela D.,29,46,-17.0,0
Federer R.,Garcia-Lopez G.,2,42,-40.0,1
Djokovic N.,Greul S.,4,106,-102.0,1
Clement A.,Del Potro J.M.,53,5,48.0,0
Cuevas P.,Rochus C.,125,60,65.0,1
Devilder N.,Lapentti N.,96,121,-25.0,1
Hanescu V.,Navarro-Pastor I.,28,68,-40.0,1
Alves T.,Pavel A.,118,907,-789.0,1
Crivoi V.,Phau B.,87,79,8.0,1
Goodall J.,Llodra M.,188,137,51.0,0
Fognini F.,Istomin D.,66,71,-5.0,1
Levine J.,Safin M.,133,24,109.0,1
Kendrick R.,Murray A.,76,3,73.0,0
Petzschner P.,Ram R.,55,160,-105.0,1
Andujar P.,Vassallo-Arguello M.,123,57,66.0,0
Chardy J.,Roddick A.,41,6,35.0,0
Ferrer D.,Kim K.,21,86,-65.0,1
Gil F.,Mathieu P.H.,83,38,45.0,0
Haas T.,Peya A.,34,197,-163.0,1
Acasuso J.,Starace P.,43,80,-37.0,0
Tursunov D.,Zverev M.,22,45,-23.0,0
Dimitrov G.,Kunitsyn I.,342,39,303.0,0
Ferrero J.C.,Youzhny M.,70,44,26.0,1
Gabashvili T.,Gonzalez F.,88,10,78.0,0
Ghedin R.,Gulbis E.,268,74,194.0,0
Dabul B.,Troicki V.,99,31,68.0,0
Falla A.,Stepanek R.,178,23,155.0,0
Kiefer N.,Santoro F.,35,37,-2.0,0
Schwank E.,Wawrinka S.,108,18,90.0,0
Reynolds B.,Simon G.,94,7,87.0,0
Hernandez O.,Mayer L.,75,64,11.0,0
Ginepri R.,Hewitt L.,98,56,42.0,0
Berdych T.,Bogdanovic A.,20,191,-171.0,1
Melzer J.,Odesnik W.,30,109,-79.0,1
Davydenko N.,Evans D.,11,305,-294.0,1
Becker B.,Karanusic R.,49,110,-61.0,1
Gicquel M.,Mannarino A.,59,128,-69.0,1
Almagro N.,Monaco J.,48,69,-21.0,1
Koubek S.,Roger-Vasselin E.,189,172,17.0,1
Mahut N.,Vliegen K.,146,82,64.0,0
Bolelli S.,Koellerer D.,63,91,-28.0,1
Andreev I.,Korolev E.,26,101,-75.0,1
Gregorc L.,Robredo T.,195,15,180.0,0
Golubev A.,Tsonga J.W.,73,9,64.0,0
Benneteau J.,Djokovic N.,81,4,77.0,0
Malisse X.,Schuettler R.,170,29,141.0,0
Muller G.,Soderling R.,89,12,77.0,0
Gonzalez S.,Sela D.,228,46,182.0,0
Gonzalez M.,Minar I.,62,78,-16.0,0
Beck A.,Granollers M.,58,111,-53.0,0
Fish M.,Roitman S.,25,124,-99.0,1
Karlovic I.,Lacko L.,36,201,-165.0,1
Dancevic F.,Darcis S.,92,77,15.0,0
Capdeville P.,Spadea V.,84,113,-29.0,0
Greul S.,Yani M.,106,251,-145.0,1
Hernych J.,Tipsarevic J.,67,51,16.0,0
Blake J.,Seppi A.,17,50,-33.0,0
Calleri A.,Garcia-Lopez G.,148,42,106.0,0
Canas G.,Junqueira D.,140,85,55.0,1
Verdasco F.,Ward J.,8,207,-199.0,1
Montanes A.,Zemlja G.,33,218,-185.0,1
Cilic M.,Martin A.,13,95,-82.0,1
Beck K.,Lopez F.,143,27,116.0,1
Kohlschreiber P.,Serra F.,32,54,-22.0,1
Federer R.,Lu Y.H.,2,65,-63.0,1
Querrey S.,Udomchoke D.,47,120,-73.0,1
Federer R.,Nadal R.,1,2,-1.0,0
Nadal R.,Schuettler R.,2,94,-92.0,1
Federer R.,Safin M.,1,75,-74.0,1
Clement A.,Schuettler R.,145,94,51.0,0
Murray A.,Nadal R.,11,2,9.0,0
Ancic M.,Federer R.,43,1,42.0,0
Lopez F.,Safin M.,35,75,-40.0,0
Baghdatis M.,Lopez F.,25,35,-10.0,0
Gasquet R.,Murray A.,10,11,-1.0,0
Nadal R.,Youzhny M.,2,17,-15.0,1
Federer R.,Hewitt L.,1,27,-26.0,1
Cilic M.,Clement A.,55,145,-90.0,0
Safin M.,Wawrinka S.,75,9,66.0,1
Schuettler R.,Tipsarevic J.,94,40,54.0,1
Ancic M.,Verdasco F.,43,18,25.0,1
Kiefer N.,Nadal R.,32,2,30.0,0
Tipsarevic J.,Tursunov D.,40,33,7.0,1
Clement A.,Melzer J.,145,72,73.0,1
Garcia-Lopez G.,Schuettler R.,104,94,10.0,0
Gasquet R.,Simon G.,10,29,-19.0,1
Cilic M.,Mathieu P.H.,55,16,39.0,1
Haas T.,Murray A.,38,11,27.0,0
Stepanek R.,Youzhny M.,15,17,-2.0,0
Berdych T.,Verdasco F.,20,18,2.0,0
Federer R.,Gicquel M.,1,53,-52.0,1
Bolelli S.,Hewitt L.,46,27,19.0,0
Baghdatis M.,Stadler S.,25,172,-147.0,1
Wawrinka S.,Zverev M.,9,92,-83.0,1
Safin M.,Seppi A.,75,30,45.0,1
Ancic M.,Ferrer D.,43,5,38.0,1
Lopez F.,Reynolds B.,35,102,-67.0,1
Roddick A.,Tipsarevic J.,6,40,-34.0,0
Haas T.,Robredo T.,38,19,19.0,1
Kiefer N.,Vassallo-Arguello M.,32,84,-52.0,1
Eaton C.,Tursunov D.,661,33,628.0,0
Becker B.,Clement A.,116,145,-29.0,0
Chardy J.,Mathieu P.H.,108,16,92.0,0
Gasquet R.,Grosjean S.,10,61,-51.0,1
Calleri A.,Simon G.,49,29,20.0,0
Malisse X.,Murray A.,226,11,215.0,0
Gulbis E.,Nadal R.,48,2,46.0,0
Stepanek R.,Troicki V.,15,89,-74.0,1
Almagro N.,Garcia-Lopez G.,12,104,-92.0,0
Levine J.,Melzer J.,137,72,65.0,0
Galvani S.,Youzhny M.,201,17,184.0,0
Blake J.,Schuettler R.,8,94,-86.0,0
Cilic M.,Nieminen J.,55,28,27.0,1
Karanusic R.,Lopez F.,111,35,76.0,0
Baghdatis M.,Johansson T.,25,63,-38.0,1
Federer R.,Soderling R.,1,41,-40.0,1
Del Potro J.M.,Wawrinka S.,62,9,53.0,0
Hewitt L.,Montanes A.,27,69,-42.0,1
Djokovic N.,Safin M.,3,75,-72.0,0
Ferrero J.C.,Zverev M.,23,92,-69.0,0
Berdych T.,Hanescu V.,20,81,-61.0,1
Bolelli S.,Gonzalez F.,46,14,32.0,1
Rochus O.,Verdasco F.,67,18,49.0,0
Andreev I.,Ferrer D.,37,5,32.0,0
Dancevic F.,Reynolds B.,95,102,-7.0,0
Ancic M.,Petzschner P.,43,118,-75.0,1
Bozoljac I.,Gicquel M.,197,53,144.0,0
Seppi A.,Serra F.,30,74,-44.0,1
Bellucci T.,Stadler S.,68,172,-104.0,0
Hernych J.,Stepanek R.,134,15,119.0,0
Olejniczak D.,Simon G.,202,29,173.0,0
Schuettler R.,Ventura S.,94,88,6.0,1
Baker J.,Galvani S.,268,201,67.0,0
Roitman S.,Youzhny M.,97,17,80.0,0
Becker B.,Davydenko N.,116,4,112.0,1
Fish M.,Gasquet R.,39,10,29.0,0
Murray A.,Santoro F.,11,54,-43.0,1
Beck A.,Nadal R.,122,2,120.0,0
Cilic M.,Roger-Vasselin E.,55,147,-92.0,1
Ascione T.,Tipsarevic J.,119,40,79.0,0
Garcia-Lopez G.,Van Der Merwe I.,104,285,-181.0,1
Roddick A.,Schwank E.,6,60,-54.0,1
Eaton C.,Pashanski B.,661,114,547.0,1
Grosjean S.,Starace P.,61,57,4.0,1
Benneteau J.,Kiefer N.,47,32,15.0,0
Gremelmayr D.,Malisse X.,80,226,-146.0,0
Lapentti N.,Troicki V.,65,89,-24.0,0
Nieminen J.,Odesnik W.,28,87,-59.0,1
Almagro N.,Granollers M.,12,52,-40.0,1
Levine J.,Young D.,137,85,52.0,1
Blake J.,Rochus C.,8,112,-104.0,1
Robredo T.,Vliegen K.,19,109,-90.0,1
Gulbis E.,Isner J.,48,83,-35.0,1
Anderson K.,Calleri A.,98,49,49.0,0
Bjorkman J.,Clement A.,128,145,-17.0,0
Canas G.,Haas T.,44,38,6.0,0
Hernandez O.,Mathieu P.H.,107,16,91.0,0
Ljubicic I.,Melzer J.,31,72,-41.0,0
Minar I.,Vassallo-Arguello M.,70,84,-14.0,0
Chardy J.,Gil F.,108,110,-2.0,1
Mahut N.,Tursunov D.,58,33,25.0,0
Ferrero J.C.,Querrey S.,23,42,-19.0,1
Dancevic F.,Nalbandian D.,95,7,88.0,1
Del Potro J.M.,Snobel P.,62,220,-158.0,1
Kohlschreiber P.,Verdasco F.,36,18,18.0,0
Peya A.,Zverev M.,191,92,99.0,0
Federer R.,Hrbaty D.,1,273,-272.0,1
Daniel M.,Wawrinka S.,76,9,67.0,0
Fognini F.,Safin M.,86,75,11.0,0
Horna L.,Karanusic R.,93,111,-18.0,0
Berlocq C.,Montanes A.,90,69,21.0,0
Rochus O.,Sela D.,67,66,1.0,1
Ginepri R.,Gonzalez F.,59,14,45.0,0
Gicquel M.,Nishikori K.,53,103,-50.0,1
Reynolds B.,Volandri F.,102,120,-18.0,1
Ancic M.,Llodra M.,43,34,9.0,1
Ferrer D.,Stakhovsky S.,5,135,-130.0,1
Lee H.T.,Petzschner P.,56,118,-62.0,0
Andreev I.,Vanek J.,37,82,-45.0,1
Bellucci T.,Kunitsyn I.,68,79,-11.0,1
Baghdatis M.,Darcis S.,25,51,-26.0,1
Lu Y.H.,Serra F.,71,74,-3.0,0
Berrer M.,Djokovic N.,91,3,88.0,0
Falla A.,Hanescu V.,106,81,25.0,0
Karlovic I.,Stadler S.,22,172,-150.0,0
Dabul B.,Lopez F.,113,35,78.0,0
Kamke T.,Seppi A.,195,30,165.0,0
Kim K,Soderling R.,181,41,140.0,0
Bogdanovic A.,Bolelli S.,242,46,196.0,0
Johansson T.,Spadea V.,63,99,-36.0,1
Haase R.,Hewitt L.,64,27,37.0,0
Berdych T.,Korolev E.,20,78,-58.0,1
Bozoljac I.,Guccione C.,197,77,120.0,1
Federer R.,Nadal R.,1,2,-1.0,1
Federer R.,Gasquet R.,1,14,-13.0,1
Djokovic N.,Nadal R.,5,2,3.0,0
Berdych T.,Nadal R.,11,2,9.0,0
Federer R.,Ferrero J.C.,1,18,-17.0,1
Baghdatis M.,Djokovic N.,16,5,11.0,0
Gasquet R.,Roddick A.,14,3,11.0,1
