PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff,WinsA,LossesA,WinsB,LossesB,WinRateA,WinRateB
Alcaraz C.,Lajal M.,3,269,1,1.02,43.46,1.01,21.99,1,0,1,29,3,2,2,0.90625,0.5
Coric B.,Meligeni Alves F.,89,145,1,1.66,2.49,1.59,2.37,1,0,1,12,14,0,1,0.46153846153846156,0.0
Alcaraz C.,Djokovic N.,1,2,1,2.74,1.6,2.54,1.54,3,4,-1,29,3,117,18,0.90625,0.8666666666666667
Alcaraz C.,Medvedev D.,1,3,1,1.44,3.3,1.4,3.01,6,2,4,29,3,51,24,0.90625,0.68
Djokovic N.,Sinner J.,2,8,1,1.28,4.6,1.23,4.36,4,4,0,117,18,22,10,0.8666666666666667,0.6875
Eubanks C.,Medvedev D.,43,3,0,6.35,1.21,5.4,1.16,0,2,-2,15,10,51,24,0.6,0.68
Alcaraz C.,Rune H.,1,6,1,1.29,4.82,1.23,4.29,1,2,-1,29,3,12,8,0.90625,0.6
Safiullin R.,Sinner J.,92,8,0,6.61,1.19,5.54,1.15,0,2,-2,8,8,22,10,0.5,0.6875
Djokovic N.,Rublev A.,2,7,1,1.09,10.82,1.07,8.7,5,1,4,117,18,20,11,0.8666666666666667,0.6451612903225806
Eubanks C.,Tsitsipas S.,43,5,1,3.51,1.4,3.23,1.35,1,0,1,15,10,23,18,0.6,0.5609756097560976
Alcaraz C.,Berrettini M.,1,38,1,1.45,3.27,1.38,3.06,3,1,2,29,3,41,11,0.90625,0.7884615384615384
Dimitrov G.,Rune H.,24,6,0,1.61,2.62,1.55,2.49,2,2,0,46,32,12,8,0.5897435897435898,0.6
Djokovic N.,Hurkacz H.,2,18,1,1.07,12.4,1.06,10.1,8,0,8,117,18,26,15,0.8666666666666667,0.6341463414634146
Lehecka J.,Medvedev D.,37,3,0,4.3,1.28,3.98,1.25,2,1,1,11,7,51,24,0.6111111111111112,0.68
Bublik A.,Rublev A.,26,7,0,2.05,1.92,1.97,1.85,3,5,-2,38,19,20,11,0.6666666666666666,0.6451612903225806
Safiullin R.,Shapovalov D.,92,29,1,2.6,1.63,2.44,1.56,1,1,0,8,8,21,23,0.5,0.4772727272727273
Dimitrov G.,Tiafoe F.,24,10,1,2.05,1.92,1.97,1.85,2,2,0,46,32,23,19,0.5897435897435898,0.5476190476190477
Galan D.E.,Sinner J.,85,8,0,16.79,1.07,12.17,1.04,0,1,-1,6,5,22,10,0.5454545454545454,0.6875
Alcaraz C.,Jarry N.,1,28,1,1.14,9.52,1.09,7.82,3,1,2,29,3,9,11,0.90625,0.45
Djere L.,Tsitsipas S.,60,5,0,5.57,1.22,4.85,1.19,0,4,-4,8,17,23,18,0.32,0.5609756097560976
Eubanks C.,O Connell C.,43,73,1,1.63,2.61,1.53,2.51,1,0,1,15,10,4,8,0.6,0.3333333333333333
Berrettini M.,Zverev A.,38,21,1,2.16,1.86,2.03,1.8,4,3,1,41,11,45,22,0.7884615384615384,0.6716417910447762
Fucsovics M.,Medvedev D.,67,3,0,5.0,1.35,4.37,1.22,1,4,-3,18,19,51,24,0.4864864864864865,0.68
Lehecka J.,Paul T.,37,15,1,2.26,1.9,2.11,1.75,1,0,1,11,7,24,13,0.6111111111111112,0.6486486486486487
Davidovich Fokina A.,Rune H.,34,6,0,3.36,1.5,2.92,1.42,1,1,0,9,11,12,8,0.45,0.6
Pella G.,Safiullin R.,308,92,0,3.02,1.5,2.83,1.44,0,1,-1,11,16,8,8,0.4074074074074074,0.5
Jarry N.,Kubler J.,28,77,1,1.74,2.44,1.64,2.27,1,0,1,9,11,7,6,0.45,0.5384615384615384
Davidovich Fokina A.,Van De Zandschulp B.,34,44,1,1.6,2.75,1.51,2.58,3,1,2,9,11,9,10,0.45,0.47368421052631576
Fucsovics M.,Giron M.,67,65,1,1.46,3.2,1.41,2.95,2,0,2,18,19,18,17,0.4864864864864865,0.5142857142857142
Goffin D.,Rublev A.,123,7,0,5.24,1.26,4.6,1.2,0,3,-3,30,25,20,11,0.5454545454545454,0.6451612903225806
Eubanks C.,Norrie C.,43,13,1,4.0,1.38,3.64,1.29,1,0,1,15,10,22,21,0.6,0.5116279069767442
Broady L.,Shapovalov D.,142,29,0,3.9,1.33,3.58,1.3,0,1,-1,9,18,21,23,0.3333333333333333,0.4772727272727273
Berrettini M.,De Minaur A.,38,17,1,2.5,1.66,2.39,1.58,3,0,3,41,11,33,19,0.7884615384615384,0.6346153846153846
Hurkacz H.,Musetti L.,18,16,1,1.63,2.6,1.57,2.43,2,2,0,26,15,18,10,0.6341463414634146,0.6428571428571429
Watanuki Y.,Zverev A.,116,21,0,6.75,1.18,6.02,1.13,0,1,-1,2,2,45,22,0.5,0.6716417910447762
Djokovic N.,Wawrinka S.,2,88,1,1.05,16.55,1.03,12.97,20,6,14,117,18,34,33,0.8666666666666667,0.5074626865671642
Bublik A.,Marterer M.,26,170,1,1.19,6.33,1.14,5.77,2,0,2,38,19,4,10,0.6666666666666666,0.2857142857142857
Mannarino A.,Medvedev D.,35,3,0,4.33,1.3,3.93,1.26,4,5,-1,71,52,51,24,0.5772357723577236,0.68
Carballes Baena R.,Rune H.,57,6,0,10.6,1.09,8.99,1.07,2,2,0,4,13,12,8,0.23529411764705882,0.6
O Connell C.,Vesely J.,73,528,1,1.95,2.08,1.87,1.96,1,0,1,4,8,24,17,0.3333333333333333,0.5853658536585366
Alcaraz C.,Muller A.,1,84,1,1.03,28.92,1.02,17.2,1,0,1,29,3,2,4,0.90625,0.3333333333333333
Galan D.E.,Ymer M.,85,59,1,3.6,1.42,3.22,1.35,1,0,1,6,5,6,7,0.5454545454545454,0.46153846153846156
Murray A.,Tsitsipas S.,40,5,0,1.82,2.25,1.77,2.08,1,2,-1,107,31,23,18,0.7753623188405797,0.5609756097560976
Halys Q.,Sinner J.,79,8,0,6.36,1.18,5.68,1.15,0,1,-1,8,8,22,10,0.5,0.6875
Brouwer G.,Zverev A.,153,21,0,10.39,1.1,8.34,1.08,0,1,-1,3,5,45,22,0.375,0.6716417910447762
Bublik A.,Wolf J.J.,26,48,1,1.53,2.85,1.48,2.68,1,2,-1,38,19,3,3,0.6666666666666666,0.5
Marterer M.,Mmoh M.,170,119,1,1.92,2.05,1.84,1.98,1,0,1,4,10,1,3,0.2857142857142857,0.25
Fritz T.,Ymer M.,9,59,0,1.27,4.6,1.23,4.27,0,1,-1,41,24,6,7,0.6307692307692307,0.46153846153846156
Broady L.,Ruud C.,142,4,1,5.16,1.25,4.44,1.21,1,0,1,9,18,5,9,0.3333333333333333,0.35714285714285715
Van De Zandschulp B.,Zhang Zh.,44,52,1,1.76,2.31,1.67,2.22,1,0,1,9,10,6,8,0.47368421052631576,0.42857142857142855
Huesler M.A.,Watanuki Y.,81,116,0,2.12,1.88,2.04,1.79,0,1,-1,2,6,2,2,0.25,0.5
Humbert U.,Kubler J.,39,77,0,1.67,2.45,1.62,2.32,1,1,0,29,23,7,6,0.5576923076923077,0.5384615384615384
Cecchinato M.,Jarry N.,89,28,0,16.63,1.06,10.86,1.05,0,1,-1,2,9,9,11,0.18181818181818182,0.45
Arnaldi M.,Carballes Baena R.,80,57,0,1.55,3.04,1.47,2.7,0,1,-1,1,4,4,13,0.2,0.23529411764705882
Barrios M.,Goffin D.,133,123,0,3.39,1.41,3.07,1.38,0,1,-1,1,2,30,25,0.3333333333333333,0.5454545454545454
Etcheverry T.,Wawrinka S.,32,88,0,2.75,1.58,2.59,1.51,0,2,-2,4,9,34,33,0.3076923076923077,0.5074626865671642
Paul T.,Raonic M.,15,849,1,1.54,2.91,1.47,2.72,1,1,0,24,13,53,26,0.6486486486486487,0.6708860759493671
Djere L.,Shelton B.,60,36,1,2.65,1.61,2.48,1.55,1,0,1,8,17,8,10,0.32,0.4444444444444444
Berrettini M.,Sonego L.,38,42,1,2.75,1.6,2.49,1.54,3,1,2,41,11,23,20,0.7884615384615384,0.5348837209302325
Medjedovic H.,O Connell C.,156,73,0,2.55,1.67,2.38,1.59,0,2,-2,3,3,4,8,0.5,0.3333333333333333
Galan D.E.,Otte O.,85,233,1,2.75,1.57,2.58,1.51,1,0,1,6,5,10,8,0.5454545454545454,0.5555555555555556
Karatsev A.,Rublev A.,50,7,0,5.27,1.21,4.74,1.19,1,1,0,4,8,20,11,0.3333333333333333,0.6451612903225806
Mayot H.,Pella G.,181,308,0,1.79,2.45,1.67,2.23,0,1,-1,1,2,11,16,0.3333333333333333,0.4074074074074074
Coppejans K.,De Minaur A.,188,17,0,18.0,1.05,14.03,1.03,0,1,-1,0,2,33,19,0.0,0.6346153846153846
Cerundolo F.,Lehecka J.,19,37,0,1.95,2.03,1.86,1.95,0,2,-2,7,9,11,7,0.4375,0.6111111111111112
Dimitrov G.,Ivashka I.,24,102,1,1.19,6.3,1.15,5.61,2,2,0,46,32,12,11,0.5897435897435898,0.5217391304347826
Halys Q.,Vukic A.,79,87,1,1.71,2.36,1.66,2.25,1,0,1,8,8,10,11,0.5,0.47619047619047616
Munar J.,Musetti L.,109,16,0,6.65,1.18,5.72,1.14,2,1,1,4,13,18,10,0.23529411764705882,0.6428571428571429
Davidovich Fokina A.,Fils A.,34,61,1,1.72,2.4,1.67,2.23,2,2,0,9,11,6,5,0.45,0.5454545454545454
Stricker D.,Tiafoe F.,117,10,0,5.45,1.22,4.77,1.19,0,1,-1,4,4,23,19,0.5,0.5476190476190477
Moutet C.,Safiullin R.,71,92,0,2.65,1.77,2.32,1.62,1,2,-1,13,12,8,8,0.52,0.5
Barrere G.,Shapovalov D.,49,29,0,2.64,1.62,2.42,1.57,0,1,-1,6,7,21,23,0.46153846153846156,0.4772727272727273
Choinski J.,Hurkacz H.,164,18,0,12.26,1.07,9.96,1.06,0,2,-2,1,5,26,15,0.16666666666666666,0.6341463414634146
Fritz T.,Hanfmann Y.,9,45,1,1.3,4.6,1.26,3.89,1,1,0,41,24,7,12,0.6307692307692307,0.3684210526315789
Thiem D.,Tsitsipas S.,91,5,0,5.45,1.22,4.92,1.18,5,6,-1,15,18,23,18,0.45454545454545453,0.5609756097560976
Popyrin A.,Stricker D.,93,117,0,2.32,1.76,2.24,1.67,0,2,-2,7,16,4,4,0.30434782608695654,0.5
Bautista Agut R.,Safiullin R.,23,92,0,1.36,3.85,1.3,3.58,1,1,0,44,21,8,8,0.676923076923077,0.5
Daniel T.,Shelton B.,106,36,0,3.2,1.46,2.97,1.4,1,2,-1,0,10,8,10,0.0,0.4444444444444444
Coric B.,Pella G.,14,308,0,1.47,3.2,1.4,3.0,1,2,-1,12,14,11,16,0.46153846153846156,0.4074074074074074
Borges N.,Cerundolo F.,69,19,0,4.34,1.3,3.95,1.26,0,1,-1,3,9,7,9,0.25,0.4375
Coria F.,Ivashka I.,104,102,0,8.5,1.13,7.3,1.1,0,1,-1,0,4,12,11,0.0,0.5217391304347826
Albot R.,Shapovalov D.,107,29,0,4.54,1.27,4.24,1.23,1,2,-1,8,16,21,23,0.3333333333333333,0.4772727272727273
Korda S.,Vesely J.,25,528,0,1.13,8.0,1.11,6.91,0,1,-1,16,9,24,17,0.64,0.5853658536585366
Muller A.,Rinderknech A.,84,82,1,4.38,1.27,4.11,1.24,1,0,1,2,4,11,15,0.3333333333333333,0.4230769230769231
Barrere G.,Harris L.,49,208,1,2.15,1.82,2.06,1.78,1,0,1,6,7,8,10,0.46153846153846156,0.4444444444444444
Novak D.,Raonic M.,159,849,0,2.0,2.02,1.89,1.93,0,2,-2,3,5,53,26,0.375,0.6708860759493671
Eubanks C.,Monteiro T.,43,95,1,1.33,4.16,1.27,3.82,1,0,1,15,10,2,7,0.6,0.2222222222222222
Cressy M.,Djere L.,58,60,0,1.71,2.35,1.65,2.25,1,2,-1,13,11,8,17,0.5416666666666666,0.32
Fucsovics M.,Griekspoor T.,67,31,1,2.17,1.86,2.05,1.78,3,0,3,18,19,20,11,0.4864864864864865,0.6451612903225806
Mannarino A.,Shevchenko A.,35,97,1,1.25,5.0,1.21,4.41,1,0,1,71,52,1,3,0.5772357723577236,0.25
Dimitrov G.,Shimabukuro S.,24,162,1,1.08,11.25,1.06,9.62,1,0,1,46,32,0,1,0.5897435897435898,0.0
Lehecka J.,Ofner S.,37,72,1,1.69,2.47,1.63,2.29,1,0,1,11,7,7,9,0.6111111111111112,0.4375
Tiafoe F.,Wu Y.,10,62,1,1.21,5.55,1.19,4.78,1,0,1,23,19,1,4,0.5476190476190477,0.2
Schwartzman D.,Sinner J.,98,8,0,13.38,1.07,10.44,1.05,0,4,-4,10,16,22,10,0.38461538461538464,0.6875
Dellien H.,Giron M.,171,65,0,18.4,1.06,13.74,1.03,0,1,-1,0,3,18,17,0.0,0.5142857142857142
Loffhagen G.,Rune H.,371,6,0,14.0,1.06,10.7,1.05,0,1,-1,0,3,12,8,0.0,0.6
Mochizuki S.,Paul T.,212,15,0,7.2,1.19,5.8,1.14,0,1,-1,0,3,24,13,0.0,0.6486486486486487
Fery A.,Medvedev D.,391,3,0,39.1,1.02,21.06,1.01,0,1,-1,0,2,51,24,0.0,0.68
Bonzi B.,Mayot H.,94,181,0,2.47,1.67,2.32,1.62,0,1,-1,9,12,1,2,0.42857142857142855,0.3333333333333333
Djokovic N.,Thompson J.,2,70,1,1.04,21.62,1.02,15.44,1,0,1,117,18,32,31,0.8666666666666667,0.5079365079365079
Machac T.,Norrie C.,108,13,0,5.32,1.3,4.48,1.21,0,2,-2,3,4,22,21,0.42857142857142855,0.5116279069767442
Murray A.,Peniston R.,40,268,1,1.12,8.4,1.1,7.38,1,0,1,107,31,6,6,0.7753623188405797,0.5
Alcaraz C.,Chardy J.,1,542,1,1.03,34.08,1.01,19.5,1,0,1,29,3,29,34,0.90625,0.4603174603174603
Etcheverry T.,Zapata Miralles B.,32,53,1,1.63,3.27,1.41,2.95,2,0,2,4,9,0,6,0.3076923076923077,0.0
Evans D.,Halys Q.,30,79,0,1.95,2.15,1.85,1.97,0,1,-1,20,27,8,8,0.425531914893617,0.5
Gojo B.,Marterer M.,112,170,0,1.9,2.26,1.79,2.04,0,1,-1,0,2,4,10,0.0,0.2857142857142857
Lokoli L.,Ruud C.,199,4,0,6.0,1.2,5.22,1.17,0,1,-1,0,1,5,9,0.0,0.35714285714285715
Choinski J.,Lajovic D.,164,56,1,2.75,1.56,2.59,1.51,1,0,1,1,5,6,18,0.16666666666666666,0.25
Goffin D.,Marozsan F.,123,96,1,1.6,2.91,1.5,2.61,1,0,1,30,25,2,7,0.5454545454545454,0.2222222222222222
Auger-Aliassime F.,Mmoh M.,12,119,0,1.16,8.01,1.11,6.6,0,1,-1,28,16,1,3,0.6363636363636364,0.25
Altmaier D.,Vukic A.,66,87,0,3.03,1.54,2.84,1.44,0,1,-1,6,11,10,11,0.35294117647058826,0.47619047619047616
Baez S.,Barrios M.,46,133,0,1.92,2.2,1.77,2.08,1,1,0,3,7,1,2,0.3,0.3333333333333333
Molcan A.,Ymer M.,83,59,0,3.11,1.55,2.85,1.43,0,1,-1,3,4,6,7,0.42857142857142855,0.46153846153846156
Kecmanovic M.,Schwartzman D.,41,98,0,1.58,2.8,1.47,2.69,1,4,-3,15,19,10,16,0.4411764705882353,0.38461538461538464
Galan D.E.,Nishioka Y.,85,27,1,2.25,1.81,2.13,1.73,1,0,1,6,5,4,12,0.5454545454545454,0.25
Hurkacz H.,Ramos-Vinolas A.,18,76,1,1.08,13.0,1.06,10.31,3,0,3,26,15,5,15,0.6341463414634146,0.25
Broady L.,Lestienne C.,142,74,1,1.57,2.76,1.5,2.6,1,0,1,9,18,1,6,0.3333333333333333,0.14285714285714285
Musetti L.,Varillas J.P.,16,63,1,1.08,13.5,1.05,10.47,1,0,1,18,10,0,1,0.6428571428571429,0.0
Koepfer D.,Otte O.,86,233,0,2.36,1.74,2.21,1.68,0,1,-1,5,10,10,8,0.3333333333333333,0.5555555555555556
Couacaud E.,Wolf J.J.,158,48,0,4.53,1.32,4.05,1.25,0,1,-1,0,2,3,3,0.0,0.5
Cachin P.,Djokovic N.,68,2,0,34.0,1.02,20.89,1.01,0,1,-1,0,2,117,18,0.0,0.8666666666666667
Ruusuvuori E.,Wawrinka S.,47,88,0,1.45,3.51,1.35,3.21,1,1,0,11,12,34,33,0.4782608695652174,0.5074626865671642
Gasquet R.,Moutet C.,51,71,0,1.66,2.55,1.58,2.39,0,1,-1,74,41,13,12,0.6434782608695652,0.52
Purcell M.,Rublev A.,64,7,0,11.22,1.1,8.82,1.07,0,1,-1,8,11,20,11,0.42105263157894735,0.6451612903225806
Cerundolo J.M.,Sinner J.,111,8,0,22.3,1.03,15.74,1.02,0,1,-1,0,1,22,10,0.0,0.6875
Nakashima B.,Thompson J.,55,70,0,2.06,1.95,1.94,1.89,5,2,3,18,14,32,31,0.5625,0.5079365079365079
Bublik A.,McDonald M.,26,54,1,1.52,2.95,1.45,2.76,2,1,1,38,19,19,18,0.6666666666666666,0.5135135135135135
Karatsev A.,Van Assche L.,50,75,1,1.84,2.45,1.67,2.24,1,0,1,4,8,1,3,0.3333333333333333,0.25
Isner J.,Munar J.,103,109,0,1.45,3.3,1.39,3.03,0,1,-1,51,28,4,13,0.6455696202531646,0.23529411764705882
Djokovic N.,Kyrgios N.,3,40,1,1.33,4.25,1.28,3.81,1,2,-1,117,18,34,19,0.8666666666666667,0.6415094339622641
Djokovic N.,Norrie C.,3,12,1,1.11,13.1,1.06,9.75,5,0,5,117,18,22,21,0.8666666666666667,0.5116279069767442
Kyrgios N.,Nadal R.,40,4,1,1.7,2.5,1.61,2.34,4,6,-2,34,19,76,21,0.6415094339622641,0.7835051546391752
Fritz T.,Nadal R.,14,4,0,3.0,1.5,2.84,1.44,2,2,0,41,24,76,21,0.6307692307692307,0.7835051546391752
Garin C.,Kyrgios N.,43,40,0,4.95,1.25,4.5,1.21,0,1,-1,9,10,34,19,0.47368421052631576,0.6415094339622641
Goffin D.,Norrie C.,58,12,0,3.06,1.48,2.88,1.43,0,3,-3,30,25,22,21,0.5454545454545454,0.5116279069767442
Djokovic N.,Sinner J.,3,13,1,1.13,7.94,1.11,6.82,4,4,0,117,18,22,10,0.8666666666666667,0.6875
Nadal R.,Van De Zandschulp B.,4,25,1,1.18,6.0,1.15,5.38,2,0,2,76,21,9,10,0.7835051546391752,0.47368421052631576
De Minaur A.,Garin C.,27,43,0,1.21,6.43,1.16,5.34,4,1,3,33,19,9,10,0.6346153846153846,0.47368421052631576
Kyrgios N.,Nakashima B.,40,56,1,1.36,4.1,1.31,3.49,1,0,1,34,19,18,14,0.6415094339622641,0.5625
Fritz T.,Kubler J.,14,99,1,1.23,5.63,1.2,4.63,2,0,2,41,24,7,6,0.6307692307692307,0.5384615384615384
Norrie C.,Paul T.,12,32,1,1.62,2.65,1.53,2.53,3,2,1,22,21,24,13,0.5116279069767442,0.6486486486486487
Djokovic N.,Van Rijthoven T.,3,104,1,1.07,17.0,1.05,10.57,1,0,1,117,18,8,3,0.8666666666666667,0.7272727272727273
Goffin D.,Tiafoe F.,58,28,1,1.88,2.2,1.79,2.03,5,1,4,30,25,23,19,0.5454545454545454,0.5476190476190477
Alcaraz C.,Sinner J.,7,13,0,1.42,3.41,1.35,3.21,8,4,4,29,3,22,10,0.90625,0.6875
Kyrgios N.,Tsitsipas S.,40,5,1,1.85,2.2,1.76,2.09,3,0,3,34,19,23,18,0.6415094339622641,0.5609756097560976
Galan D.E.,Nakashima B.,109,56,0,7.75,1.15,6.65,1.11,0,2,-2,6,5,18,14,0.5454545454545454,0.5625
Nadal R.,Sonego L.,4,54,1,1.21,5.76,1.17,5.15,1,0,1,76,21,23,20,0.7835051546391752,0.5348837209302325
Fritz T.,Molcan A.,14,51,1,1.25,5.0,1.21,4.47,1,0,1,41,24,3,4,0.6307692307692307,0.42857142857142855
Broady L.,De Minaur A.,132,27,0,7.5,1.16,6.34,1.12,0,2,-2,9,18,33,19,0.3333333333333333,0.6346153846153846
Kubler J.,Sock J.,99,103,1,2.55,1.61,2.42,1.57,1,0,1,7,6,17,13,0.5384615384615384,0.5666666666666667
Brooksby J.,Garin C.,34,43,0,1.42,3.35,1.37,3.09,0,1,-1,11,7,9,10,0.6111111111111112,0.47368421052631576
Gasquet R.,Van De Zandschulp B.,69,25,0,3.44,1.42,3.04,1.38,1,2,-1,74,41,9,10,0.6434782608695652,0.47368421052631576
Alcaraz C.,Otte O.,7,36,1,1.33,4.2,1.3,3.5,1,0,1,29,3,10,8,0.90625,0.5555555555555556
Goffin D.,Humbert U.,58,112,1,1.76,2.42,1.65,2.24,2,2,0,30,25,29,23,0.5454545454545454,0.5576923076923077
Cressy M.,Sock J.,45,103,0,1.5,2.95,1.45,2.75,1,1,0,13,11,17,13,0.5416666666666666,0.5666666666666667
Paul T.,Vesely J.,32,68,1,1.55,3.0,1.46,2.73,3,0,3,24,13,24,17,0.6486486486486487,0.5853658536585366
Johnson S.,Norrie C.,93,12,0,3.76,1.33,3.56,1.3,0,1,-1,38,30,22,21,0.5588235294117647,0.5116279069767442
Bublik A.,Tiafoe F.,38,28,0,1.84,2.13,1.79,2.04,2,2,0,38,19,23,19,0.6666666666666666,0.5476190476190477
Djokovic N.,Kecmanovic M.,3,30,1,1.04,21.0,1.02,15.88,3,0,3,117,18,15,19,0.8666666666666667,0.4411764705882353
Basilashvili N.,Van Rijthoven T.,26,104,0,3.1,1.47,2.87,1.42,0,1,-1,15,18,8,3,0.45454545454545453,0.7272727272727273
Kubler J.,Novak D.,99,153,1,1.53,2.93,1.49,2.65,1,0,1,7,6,3,5,0.5384615384615384,0.375
Isner J.,Sinner J.,24,13,0,2.46,1.66,2.31,1.61,1,2,-1,51,28,22,10,0.6455696202531646,0.6875
Berankis R.,Nadal R.,106,4,0,15.0,1.07,11.61,1.04,0,2,-2,5,19,76,21,0.20833333333333334,0.7835051546391752
Broady L.,Schwartzman D.,132,15,1,3.5,1.37,3.32,1.33,1,1,0,9,18,10,16,0.3333333333333333,0.38461538461538464
Ruusuvuori E.,Van De Zandschulp B.,49,25,0,2.2,1.83,2.1,1.75,2,1,1,11,12,9,10,0.4782608695652174,0.47368421052631576
De Minaur A.,Draper J.,27,94,1,1.57,2.71,1.52,2.53,4,1,3,33,19,18,8,0.6346153846153846,0.6923076923076923
Gasquet R.,McDonald M.,69,55,1,2.49,1.69,2.3,1.62,1,1,0,74,41,19,18,0.6434782608695652,0.5135135135135135
Nakashima B.,Shapovalov D.,56,16,1,2.4,1.68,2.29,1.62,2,1,1,18,14,21,23,0.5625,0.4772727272727273
Bautista Agut R.,Galan D.E.,19,109,0,1.11,10.5,1.07,8.51,1,1,0,44,21,6,5,0.676923076923077,0.5454545454545454
Garin C.,Grenier H.,43,141,1,1.51,3.25,1.4,2.95,1,0,1,9,10,1,1,0.47368421052631576,0.5
Krajinovic F.,Kyrgios N.,31,40,0,4.02,1.33,3.75,1.28,0,2,-2,5,6,34,19,0.45454545454545453,0.6415094339622641
Giron M.,Molcan A.,65,51,0,1.63,2.75,1.54,2.5,0,1,-1,18,17,3,4,0.5142857142857142,0.42857142857142855
Gaston H.,Sonego L.,66,54,0,4.74,1.27,4.17,1.23,0,3,-3,3,3,23,20,0.5,0.5348837209302325
Thompson J.,Tsitsipas S.,76,5,0,5.25,1.24,4.61,1.2,1,4,-3,32,31,23,18,0.5079365079365079,0.5609756097560976
Bonzi B.,Brooksby J.,47,34,0,1.72,2.52,1.62,2.29,0,2,-2,9,12,11,7,0.42857142857142855,0.6111111111111112
Fritz T.,Gray A.,14,288,1,1.06,16.0,1.04,11.42,1,0,1,41,24,1,3,0.6307692307692307,0.25
Harrison C.,Otte O.,251,36,0,6.5,1.2,5.56,1.15,0,1,-1,2,3,10,8,0.4,0.5555555555555556
Munar J.,Norrie C.,71,12,0,7.0,1.18,6.15,1.13,1,2,-1,4,13,22,21,0.23529411764705882,0.5116279069767442
Isner J.,Murray A.,24,52,1,3.45,1.43,3.21,1.35,1,7,-6,51,28,107,31,0.6455696202531646,0.7753623188405797
Sinner J.,Ymer M.,13,88,1,1.23,5.27,1.2,4.63,2,1,1,22,10,6,7,0.6875,0.46153846153846156
Humbert U.,Ruud C.,112,6,1,2.5,1.64,2.35,1.59,3,2,1,29,23,5,9,0.5576923076923077,0.35714285714285715
Kecmanovic M.,Tabilo A.,30,78,1,1.3,4.85,1.23,4.11,1,1,0,15,19,8,6,0.4411764705882353,0.5714285714285714
Basilashvili N.,Halys Q.,26,82,1,1.77,2.3,1.69,2.18,2,0,2,15,18,8,8,0.45454545454545453,0.5
Opelka R.,Van Rijthoven T.,18,104,0,2.33,1.83,2.12,1.73,0,1,-1,11,12,8,3,0.4782608695652174,0.7272727272727273
Davidovich Fokina A.,Vesely J.,37,68,0,1.67,2.51,1.59,2.37,0,1,-1,9,11,24,17,0.45,0.5853658536585366
Mannarino A.,Paul T.,86,32,0,2.5,1.74,2.26,1.64,1,1,0,71,52,24,13,0.5772357723577236,0.6486486486486487
Johnson S.,Peniston R.,93,135,1,2.23,1.84,2.1,1.74,1,0,1,38,30,6,6,0.5588235294117647,0.5
Djokovic N.,Kokkinakis T.,3,79,1,1.06,21.0,1.02,15.05,2,0,2,117,18,5,7,0.8666666666666667,0.4166666666666667
Baez S.,Goffin D.,35,58,0,2.75,1.62,2.55,1.52,0,1,-1,3,7,30,25,0.3,0.5454545454545454
Bublik A.,Lajovic D.,38,64,1,1.28,5.07,1.21,4.45,1,1,0,38,19,6,18,0.6666666666666666,0.25
Marterer M.,Tiafoe F.,172,28,0,5.0,1.25,4.48,1.2,0,3,-3,4,10,23,19,0.2857142857142857,0.5476190476190477
Alcaraz C.,Griekspoor T.,7,53,1,1.33,4.0,1.29,3.64,3,0,3,29,3,20,11,0.90625,0.6451612903225806
Carballes Baena R.,Thompson J.,87,76,0,10.85,1.08,8.68,1.07,0,1,-1,4,13,32,31,0.23529411764705882,0.5079365079365079
Jubb P.,Kyrgios N.,219,40,0,9.7,1.11,8.01,1.08,0,1,-1,3,6,34,19,0.3333333333333333,0.6415094339622641
Krajinovic F.,Lehecka J.,31,72,1,1.39,3.75,1.34,3.25,1,0,1,5,6,11,7,0.45454545454545453,0.6111111111111112
Rinderknech A.,Shapovalov D.,62,16,0,3.47,1.44,3.14,1.36,2,2,0,11,15,21,23,0.4230769230769231,0.4772727272727273
Broady L.,Klein L.,132,243,1,1.76,2.28,1.7,2.16,1,0,1,9,18,1,2,0.3333333333333333,0.3333333333333333
Kudla D.,Sonego L.,75,54,0,2.1,2.0,1.91,1.89,2,1,1,26,26,23,20,0.5,0.5348837209302325
Grenier H.,Huesler M.A.,141,105,1,2.63,1.58,2.48,1.54,1,0,1,1,1,2,6,0.5,0.25
Gasquet R.,Sousa J.,69,60,1,1.55,2.85,1.48,2.68,2,1,1,74,41,14,25,0.6434782608695652,0.358974358974359
Gaston H.,Popyrin A.,66,83,1,2.88,1.59,2.52,1.53,1,0,1,3,3,7,16,0.5,0.30434782608695654
Kuhn N.,Nakashima B.,261,56,0,11.63,1.11,9.51,1.06,0,1,-1,0,2,18,14,0.0,0.5625
Martinez P.,Molcan A.,50,51,0,3.1,1.5,2.77,1.45,0,1,-1,3,9,3,4,0.25,0.42857142857142855
Bagnis F.,Novak D.,102,153,0,5.75,1.22,5.12,1.17,0,1,-1,0,5,3,5,0.0,0.375
Cerundolo F.,Nadal R.,41,4,0,21.0,1.04,14.7,1.03,0,1,-1,7,9,76,21,0.4375,0.7835051546391752
Nishioka Y.,Ruusuvuori E.,101,49,0,6.5,1.16,5.75,1.14,0,4,-4,4,12,11,12,0.25,0.4782608695652174
