PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB,H2H_A_wins,H2H_B_wins,H2H_Diff
Haas T.,Robredo T.,38,19,1,,,,,4,1,3
Kiefer N.,Vassallo-Arguello M.,32,84,1,,,,,1,0,1
Eaton C.,Tursunov D.,661,33,0,,,,,0,1,-1
Chardy J.,Mathieu P.H.,108,16,0,,,,,4,2,2
Becker B.,Clement A.,116,145,0,,,,,1,4,-3
Gasquet R.,Grosjean S.,10,61,1,,,,,2,1,1
Calleri A.,Simon G.,49,29,0,,,,,0,1,-1
Malisse X.,Murray A.,226,11,0,,,,,0,4,-4
Gulbis E.,Nadal R.,48,2,0,,,,,0,7,-7
Stepanek R.,Troicki V.,15,89,1,,,,,4,3,1
Almagro N.,Garcia-Lopez G.,12,104,0,,,,,4,3,1
Levine J.,Melzer J.,137,72,0,,,,,0,1,-1
Galvani S.,Youzhny M.,201,17,0,,,,,0,1,-1
Blake J.,Schuettler R.,8,94,0,,,,,1,3,-2
Cilic M.,Nieminen J.,55,28,1,,,,,1,1,0
Karanusic R.,Lopez F.,111,35,0,,,,,0,1,-1
Baghdatis M.,Johansson T.,25,63,1,,,,,3,0,3
Federer R.,Soderling R.,1,41,1,,,,,16,1,15
Del Potro J.M.,Wawrinka S.,62,9,0,,,,,4,3,1
Hewitt L.,Montanes A.,27,69,1,,,,,2,0,2
Djokovic N.,Safin M.,3,75,0,,,,,0,2,-2
Ferrero J.C.,Zverev M.,23,92,0,,,,,1,2,-1
Berdych T.,Hanescu V.,20,81,1,,,,,3,0,3
Bolelli S.,Gonzalez F.,46,14,1,,,,,1,3,-2
Rochus O.,Verdasco F.,67,18,0,,,,,0,3,-3
Andreev I.,Ferrer D.,37,5,0,,,,,4,5,-1
Dancevic F.,Reynolds B.,95,102,0,,,,,1,2,-1
Ancic M.,Petzschner P.,43,118,1,,,,,1,0,1
Bozoljac I.,Gicquel M.,197,53,0,,,,,0,1,-1
Seppi A.,Serra F.,30,74,1,,,,,1,0,1
Bellucci T.,Stadler S.,68,172,0,,,,,0,1,-1
Hernych J.,Stepanek R.,134,15,0,,,,,0,3,-3
Olejniczak D.,Simon G.,202,29,0,,,,,0,1,-1
Schuettler R.,Ventura S.,94,88,1,,,,,1,1,0
Baker J.,Galvani S.,268,201,0,,,,,0,1,-1
Roitman S.,Youzhny M.,97,17,0,,,,,0,1,-1
Becker B.,Davydenko N.,116,4,1,,,,,2,1,1
Fish M.,Gasquet R.,39,10,0,,,,,3,3,0
Murray A.,Santoro F.,11,54,1,,,,,2,0,2
Beck A.,Nadal R.,122,2,0,,,,,0,1,-1
Cilic M.,Roger-Vasselin E.,55,147,1,,,,,1,1,0
Ascione T.,Tipsarevic J.,119,40,0,,,,,1,1,0
Garcia-Lopez G.,Van Der Merwe I.,104,285,1,,,,,1,0,1
Roddick A.,Schwank E.,6,60,1,,,,,2,0,2
Eaton C.,Pashanski B.,661,114,1,,,,,1,0,1
Grosjean S.,Starace P.,61,57,1,,,,,1,1,0
Benneteau J.,Kiefer N.,47,32,0,,,,,0,2,-2
Gremelmayr D.,Malisse X.,80,226,0,,,,,0,1,-1
Lapentti N.,Troicki V.,65,89,0,,,,,0,2,-2
Nieminen J.,Odesnik W.,28,87,1,,,,,1,0,1
Almagro N.,Granollers M.,12,52,1,,,,,7,0,7
Levine J.,Young D.,137,85,1,,,,,2,0,2
Blake J.,Rochus C.,8,112,1,,,,,3,0,3
Robredo T.,Vliegen K.,19,109,1,,,,,3,0,3
Gulbis E.,Isner J.,48,83,1,,,,,4,3,1
Anderson K.,Calleri A.,98,49,0,,,,,1,1,0
Bjorkman J.,Clement A.,128,145,0,,,,,1,3,-2
Canas G.,Haas T.,44,38,0,,,,,4,2,2
Hernandez O.,Mathieu P.H.,107,16,0,,,,,1,3,-2
Ljubicic I.,Melzer J.,31,72,0,,,,,0,5,-5
Minar I.,Vassallo-Arguello M.,70,84,0,,,,,1,1,0
Chardy J.,Gil F.,108,110,1,,,,,4,1,3
Mahut N.,Tursunov D.,58,33,0,,,,,0,2,-2
Ferrero J.C.,Querrey S.,23,42,1,,,,,2,0,2
Dancevic F.,Nalbandian D.,95,7,1,,,,,1,1,0
Del Potro J.M.,Snobel P.,62,220,1,,,,,1,0,1
Kohlschreiber P.,Verdasco F.,36,18,0,,,,,6,4,2
Peya A.,Zverev M.,191,92,0,,,,,0,1,-1
Federer R.,Hrbaty D.,1,273,1,,,,,1,2,-1
Daniel M.,Wawrinka S.,76,9,0,,,,,0,1,-1
Fognini F.,Safin M.,86,75,0,,,,,1,2,-1
Horna L.,Karanusic R.,93,111,0,,,,,1,1,0
Rochus O.,Sela D.,67,66,1,,,,,1,0,1
Ginepri R.,Gonzalez F.,59,14,0,,,,,0,5,-5
Berlocq C.,Montanes A.,90,69,0,,,,,0,1,-1
Gicquel M.,Nishikori K.,53,103,1,,,,,1,0,1
Reynolds B.,Volandri F.,102,120,1,,,,,1,0,1
Ancic M.,Llodra M.,43,34,1,,,,,2,0,2
Ferrer D.,Stakhovsky S.,5,135,1,,,,,4,0,4
Lee H.T.,Petzschner P.,56,118,0,,,,,0,1,-1
Andreev I.,Vanek J.,37,82,1,,,,,3,0,3
Bellucci T.,Kunitsyn I.,68,79,1,,,,,1,0,1
Baghdatis M.,Darcis S.,25,51,1,,,,,3,2,1
Lu Y.H.,Serra F.,71,74,0,,,,,1,1,0
Berrer M.,Djokovic N.,91,3,0,,,,,0,2,-2
Falla A.,Hanescu V.,106,81,0,,,,,1,1,0
Karlovic I.,Stadler S.,22,172,0,,,,,1,1,0
Dabul B.,Lopez F.,113,35,0,,,,,0,1,-1
Kamke T.,Seppi A.,195,30,0,,,,,1,2,-1
Kim K,Soderling R.,181,41,0,,,,,0,1,-1
Bogdanovic A.,Bolelli S.,242,46,0,,,,,0,1,-1
Johansson T.,Spadea V.,63,99,1,,,,,3,1,2
Haase R.,Hewitt L.,64,27,0,,,,,0,2,-2
Berdych T.,Korolev E.,20,78,1,,,,,1,1,0
Bozoljac I.,Guccione C.,197,77,1,,,,,1,0,1
Federer R.,Nadal R.,1,2,1,,,,,17,24,-7
Federer R.,Gasquet R.,1,14,1,,,,,18,2,16
Djokovic N.,Nadal R.,5,2,0,,,,,29,27,2
Berdych T.,Nadal R.,11,2,0,,,,,4,20,-16
Federer R.,Ferrero J.C.,1,18,1,,,,,10,3,7
Baghdatis M.,Djokovic N.,16,5,0,,,,,0,8,-8
Gasquet R.,Roddick A.,14,3,1,,,,,2,3,-1
Berdych T.,Bjorkman J.,11,35,1,,,,,2,0,2
Baghdatis M.,Davydenko N.,16,4,1,,,,,2,2,0
Djokovic N.,Hewitt L.,5,19,1,,,,,5,1,4
Nadal R.,Youzhny M.,2,13,1,,,,,13,4,9
Mathieu P.H.,Roddick A.,39,3,0,,,,,1,2,-1
Djokovic N.,Kiefer N.,5,1065,1,,,,,2,0,2
Nadal R.,Soderling R.,2,28,1,,,,,6,2,4
Gasquet R.,Tsonga J.W.,14,110,1,,,,,4,5,-1
Ferrero J.C.,Tipsarevic J.,18,64,1,,,,,2,1,1
Davydenko N.,Monfils G.,4,73,1,,,,,2,2,0
Canas G.,Hewitt L.,17,19,0,,,,,1,4,-3
Baghdatis M.,Nalbandian D.,16,25,1,,,,,3,2,1
Arthurs W.,Bjorkman J.,195,35,0,,,,,2,5,-3
Nieminen J.,Youzhny M.,21,13,0,,,,,1,4,-3
Berdych T.,Lee H.T.,11,51,1,,,,,2,0,2
Federer R.,Haas T.,1,10,1,,,,,15,3,12
Gasquet R.,Roger-Vasselin E.,14,109,1,,,,,2,0,2
Federer R.,Safin M.,1,24,1,,,,,9,2,7
Roddick A.,Verdasco F.,3,41,1,,,,,9,3,6
Lopez F.,Tsonga J.W.,78,110,0,,,,,0,5,-5
Haas T.,Tursunov D.,10,23,1,,,,,5,1,4
Ljubicic I.,Mathieu P.H.,12,39,0,,,,,3,2,1
Blake J.,Ferrero J.C.,9,18,0,,,,,1,3,-2
Gonzalez F.,Tipsarevic J.,6,64,0,,,,,3,1,2
Lapentti N.,Tsonga J.W.,63,110,0,,,,,0,1,-1
Eschauer W.,Nadal R.,72,2,0,,,,,0,1,-1
Bolelli S.,Hewitt L.,65,19,0,,,,,0,2,-2
Hernych J.,Ljubicic I.,130,12,0,,,,,0,3,-3
Ferrer D.,Mathieu P.H.,15,39,0,,,,,0,2,-2
Kiefer N.,Santoro F.,1065,70,1,,,,,3,6,-3
Blake J.,Pavel A.,9,122,1,,,,,2,1,1
Qureshi A.,Safin M.,279,24,0,,,,,0,1,-1
Chela J.I.,Roger-Vasselin E.,20,109,0,,,,,0,1,-1
Monfils G.,Vliegen K.,73,76,1,,,,,1,0,1
Haas T.,Zib T.,10,133,1,,,,,3,0,3
Arthurs W.,Robredo T.,195,7,1,,,,,3,0,3
Del Potro J.M.,Federer R.,56,1,0,,,,,7,17,-10
Baghdatis M.,Devilder N.,16,102,1,,,,,1,1,0
Bjorkman J.,Wang Y.T.,35,168,1,,,,,1,1,0
Dancevic F.,Nalbandian D.,113,25,0,,,,,1,1,0
Grosjean S.,Soderling R.,62,28,0,,,,,0,3,-3
Calleri A.,Lee H.T.,29,51,0,,,,,2,1,1
Berrer M.,Tursunov D.,94,23,0,,,,,0,2,-2
Berdych T.,Llodra M.,11,68,1,,,,,2,2,0
Canas G.,Mirnyi M.,17,57,1,,,,,2,1,1
Delic A.,Djokovic N.,67,5,0,,,,,0,2,-2
Ferrero J.C.,Muller G.,18,156,1,,,,,1,0,1
Davydenko N.,Guccione A.,4,96,1,,,,,1,0,1
Henman T.,Lopez F.,74,78,0,,,,,1,2,-1
Simon G.,Youzhny M.,55,13,0,,,,,4,8,-4
Mayer F.,Nieminen J.,37,21,0,,,,,4,5,-1
Falla A.,Gonzalez F.,119,6,0,,,,,0,2,-2
Serra F.,Tipsarevic J.,90,64,0,,,,,1,1,0
Seppi A.,Verdasco F.,112,41,0,,,,,1,8,-7
Gasquet R.,Mahut N.,14,77,1,,,,,4,0,4
Roddick A.,Udomchoke D.,3,114,1,,,,,1,0,1
Guzman J.,Pavel A.,100,122,0,,,,,0,1,-1
Goodall J.,Lopez F.,226,78,0,,,,,0,1,-1
Dancevic F.,Koubek S.,113,60,1,,,,,1,0,1
Lee H.T.,Vassallo-Arguello M.,51,89,1,,,,,1,2,-1
Djokovic N.,Starace P.,5,47,1,,,,,2,0,2
Llodra M.,Wawrinka S.,68,43,1,,,,,1,0,1
Mayer F.,Warburg S.,37,208,1,,,,,1,0,1
Nalbandian D.,Zverev M.,25,134,1,,,,,1,0,1
Gasquet R.,Ulihrach B.,14,145,1,,,,,1,0,1
Bjorkman J.,Vicente F.,35,165,1,,,,,1,0,1
Bogdanovic A.,Guccione A.,108,96,0,,,,,0,1,-1
Canas G.,Navarro-Pastor I.,17,93,1,,,,,1,0,1
Berdych T.,Massu N.,11,52,1,,,,,2,1,1
Hrbaty D.,Seppi A.,33,112,0,,,,,1,2,-1
Baker J.,Roger-Vasselin E.,238,109,0,,,,,0,1,-1
Monaco J.,Vliegen K.,32,76,0,,,,,2,1,1
Bloomfield R.,Hewitt L.,194,19,0,,,,,0,1,-1
Davydenko N.,Korolev E.,4,79,1,,,,,2,1,1
Nieminen J.,Russell M.,21,69,1,,,,,1,0,1
Childs L.,Qureshi A.,408,279,0,,,,,0,1,-1
De Voest R.,Safin M.,124,24,0,,,,,0,1,-1
Grosjean S.,Marray J.,62,263,1,,,,,1,0,1
Kiefer N.,Volandri F.,1065,27,1,,,,,1,2,-1
Johansson T.,Monfils G.,75,73,0,,,,,0,1,-1
Calleri A.,Horna L.,29,85,1,,,,,5,4,1
Fish M.,Nadal R.,38,2,0,,,,,1,8,-7
Benneteau J.,Tsonga J.W.,54,110,0,,,,,5,6,-1
Hernandez O.,Muller G.,50,156,0,,,,,0,1,-1
Lu Y.H.,Mirnyi M.,106,57,0,,,,,1,1,0
Bolelli S.,Garcia-Lopez G.,65,58,1,,,,,1,0,1
Eschauer W.,Ramirez-Hidalgo R.,72,95,1,,,,,1,0,1
Devilder N.,Zabaleta M.,102,83,1,,,,,1,0,1
Delic A.,Dlouhy L.,67,107,1,,,,,1,0,1
Baghdatis M.,Gulbis E.,16,82,1,,,,,5,2,3
Del Potro J.M.,Sanguinetti D.,56,105,1,,,,,1,0,1
Gicquel M.,Hernych J.,42,130,0,,,,,0,1,-1
Clement A.,Mahut N.,34,77,0,,,,,0,5,-5
Almagro N.,Tursunov D.,40,23,0,,,,,0,3,-3
Ljubicic I.,Spadea V.,12,66,1,,,,,2,3,-1
Henman T.,Moya C.,74,22,1,,,,,2,2,0
Ferrero J.C.,Hajek J.,18,139,1,,,,,3,0,3
Arthurs W.,De Bakker T.,195,391,1,,,,,1,0,1
Kunitsyn I.,Wang Y.T.,91,168,0,,,,,0,1,-1
Karlovic I.,Santoro F.,45,70,0,,,,,0,2,-2
Cilic M.,Simon G.,101,55,0,,,,,2,6,-4
Kim K.,Lapentti N.,117,63,0,,,,,0,3,-3
Kendrick R.,Robredo T.,87,7,0,,,,,0,1,-1
Becker B.,Chela J.I.,44,20,0,,,,,2,1,1
Pless K.,Youzhny M.,80,13,0,,,,,0,2,-2
Rochus O.,Soderling R.,53,28,0,,,,,2,4,-2
Andreev I.,Blake J.,59,9,0,,,,,0,6,-6
Reynolds B.,Verdasco F.,141,41,0,,,,,0,3,-3
Berlocq C.,Udomchoke D.,92,114,0,,,,,0,1,-1
Ferrer D.,Roitman S.,15,71,1,,,,,2,0,2
Berrer M.,Montanes A.,94,48,1,,,,,1,1,0
Mathieu P.H.,Stepanek R.,39,61,1,,,,,3,3,0
Falla A.,Querrey S.,119,81,1,,,,,1,5,-4
Kohlschreiber P.,Serra F.,30,90,0,,,,,2,1,1
Fleishman Z.,Haas T.,172,10,0,,,,,0,1,-1
Federer R.,Gabashvili T.,1,86,1,,,,,2,0,2
Gimelstob J.,Roddick A.,155,3,0,,,,,0,3,-3
Ginepri R.,Gonzalez F.,46,6,0,,,,,0,5,-5
Hartfield D.,Zib T.,88,133,0,,,,,0,1,-1
Peya A.,Tipsarevic J.,103,64,0,,,,,0,1,-1
Federer R.,Nadal R.,1,2,1,,,,,17,24,-7
Bjorkman J.,Federer R.,59,1,0,,,,,0,5,-5
Baghdatis M.,Nadal R.,16,2,0,,,,,1,9,-8
Nadal R.,Nieminen J.,2,18,1,,,,,8,0,8
Ancic M.,Federer R.,10,1,0,,,,,1,6,-5
Baghdatis M.,Hewitt L.,16,9,1,,,,,2,3,-1
Bjorkman J.,Stepanek R.,59,13,1,,,,,3,1,2
Berdych T.,Federer R.,14,1,0,,,,,5,18,-13
Labadze I.,Nadal R.,166,2,0,,,,,1,1,0
Ferrer D.,Hewitt L.,19,9,0,,,,,3,1,2
Nieminen J.,Tursunov D.,18,31,1,,,,,3,0,3
Stepanek R.,Verdasco F.,13,30,1,,,,,4,3,1
Bjorkman J.,Mirnyi M.,59,53,1,,,,,10,1,9
Ancic M.,Djokovic N.,10,39,1,,,,,1,3,-2
Baghdatis M.,Murray A.,16,44,1,,,,,3,4,-1
Ljubicic I.,Tursunov D.,4,31,0,,,,,1,2,-1
Murray A.,Roddick A.,44,5,1,,,,,8,4,4
Hewitt L.,Rochus O.,9,29,1,,,,,2,1,1
Agassi A.,Nadal R.,20,2,0,,,,,0,2,-2
Fish M.,Labadze I.,86,166,0,,,,,1,1,0
Baghdatis M.,Grosjean S.,16,26,1,,,,,2,0,2
Ancic M.,Wawrinka S.,10,67,1,,,,,2,1,1
Kohlschreiber P.,Nieminen J.,88,18,0,,,,,2,5,-3
Ferrer D.,Gonzalez F.,19,11,1,,,,,5,4,1
Bjorkman J.,Bracciali D.,59,54,1,,,,,2,0,2
Ferrero J.C.,Stepanek R.,28,13,0,,,,,1,3,-2
Hewitt L.,Lee H.T.,9,102,1,,,,,2,0,2
Benneteau J.,Murray A.,55,44,0,,,,,0,5,-5
Blake J.,Mirnyi M.,7,53,0,,,,,0,2,-2
Nalbandian D.,Verdasco F.,3,30,0,,,,,0,3,-3
Djokovic N.,Youzhny M.,39,41,1,,,,,7,3,4
Federer R.,Mahut N.,1,77,1,,,,,4,0,4
Berdych T.,Haas T.,14,24,1,,,,,2,2,0
Bracciali D.,Galvani S.,54,141,1,,,,,1,0,1
Delgado J.,Grosjean S.,447,26,0,,,,,0,1,-1
Falla A.,Kohlschreiber P.,127,88,0,,,,,1,6,-5
Fish M.,van Gemerden M.,86,106,1,,,,,1,0,1
Bjorkman J.,Dlouhy L.,59,84,1,,,,,2,0,2
Berdych T.,Santoro F.,14,45,1,,,,,4,0,4
Kendrick R.,Nadal R.,237,2,0,,,,,0,2,-2
Mayer F.,Roddick A.,63,5,0,,,,,0,1,-1
Gaudio G.,Labadze I.,12,166,0,,,,,1,2,-1
Lee M.,Nieminen J.,252,18,0,,,,,0,1,-1
Gonzalez F.,Safin M.,11,87,1,,,,,5,2,3
Rochus O.,Zib T.,29,126,1,,,,,1,0,1
Djokovic N.,Robredo T.,39,8,1,,,,,7,2,5
Gimelstob J.,Ljubicic I.,95,4,0,,,,,0,1,-1
Agassi A.,Seppi A.,20,68,1,,,,,1,0,1
Ferrer D.,Garcia-Lopez G.,19,91,1,,,,,11,1,10
Martin A.,Tursunov D.,51,31,0,,,,,0,1,-1
Baghdatis M.,Pavel A.,16,79,1,,,,,2,1,1
Garcia-Lopez G.,Minar I.,91,109,1,,,,,1,0,1
Malisse X.,Stepanek R.,43,13,0,,,,,3,5,-2
Faurel J.C.,Gaudio G.,145,12,0,,,,,0,1,-1
Benneteau J.,Phau B.,55,61,1,,,,,1,0,1
Becker B.,Verdasco F.,161,30,0,,,,,4,4,0
Ljubicic I.,Lopez F.,4,49,1,,,,,2,5,-3
Baghdatis M.,Mackin A.,16,367,1,,,,,2,0,2
Labadze I.,Peya A.,166,207,1,,,,,1,0,1
Davydenko N.,Falla A.,6,127,0,,,,,1,1,0
Clement A.,Nalbandian D.,57,3,0,,,,,0,4,-4
Di Mauro A.,Martin A.,83,51,0,,,,,0,1,-1
Ancic M.,Sanguinetti D.,10,69,1,,,,,2,0,2
Hewitt L.,Volandri F.,9,56,1,,,,,1,0,1
Mahut N.,Vliegen K.,77,34,1,,,,,1,1,0
Federer R.,Henman T.,1,64,1,,,,,7,5,2
Grosjean S.,Simon G.,26,46,1,,,,,1,0,1
Ferrer D.,Stadler S.,19,265,1,,,,,1,0,1
Fish M.,Ginepri R.,86,17,1,,,,,2,3,-1
Gimelstob J.,Rochus C.,95,70,1,,,,,3,1,2
Tursunov D.,Udomchoke D.,31,97,1,,,,,4,0,4
Mayer F.,Vik R.,63,74,1,,,,,2,0,2
Granollers M.,Pavel A.,218,79,0,,,,,0,1,-1
Lee H.T.,Saretta F.,102,112,1,,,,,1,0,1
Bloomfield R.,Haas T.,259,24,0,,,,,0,1,-1
Daniel M.,Nieminen J.,80,18,0,,,,,0,1,-1
Montanes A.,Zib T.,114,126,0,,,,,1,1,0
Ferrero J.C.,Karanusic R.,28,163,1,,,,,1,0,1
Lee M.,Norman D.,252,118,1,,,,,1,0,1
Calleri A.,Wawrinka S.,58,67,0,,,,,0,3,-3
Goodall J.,van Gemerden M.,398,106,0,,,,,0,1,-1
Kunitsyn I.,Youzhny M.,105,41,0,,,,,0,2,-2
Roddick A.,Tipsarevic J.,5,101,1,,,,,2,2,0
Blake J.,Wang Y.T.,7,99,1,,,,,1,1,0
Mirnyi M.,Philippoussis M.,53,210,1,,,,,1,0,1
Mirnyi M.,Ramirez-Hidalgo R.,53,62,1,,,,,1,0,1
Massu N.,Murray A.,33,44,0,,,,,0,2,-2
Rusedski G.,Safin M.,40,87,0,,,,,3,2,1
Moodie W.,Nalbandian D.,73,3,0,,,,,0,1,-1
Starace P.,Youzhny M.,76,41,0,,,,,0,2,-2
Kohlschreiber P.,Sabau R.,88,131,1,,,,,2,0,2
Bracciali D.,Hrbaty D.,54,22,1,,,,,1,2,-1
Ferrero J.C.,Vicente F.,28,100,1,,,,,3,0,3
Clement A.,Portas A.,57,115,1,,,,,1,0,1
Federer R.,Gasquet R.,1,50,1,,,,,18,2,16
Dancevic F.,Stepanek R.,125,13,0,,,,,0,1,-1
Kendrick R.,Lu Y.H.,237,119,1,,,,,1,0,1
Djokovic N.,Goldstein P.,39,65,1,,,,,2,1,1
Berdych T.,Hernych J.,14,93,1,,,,,3,0,3
Bogdanovic A.,Nadal R.,135,2,0,,,,,0,1,-1
Marach O.,Wang Y.T.,96,99,0,,,,,0,1,-1
Kim K.,Sanguinetti D.,108,69,0,,,,,0,2,-2
Dorsch B.,Malisse X.,181,43,0,,,,,0,1,-1
Haas T.,Vanek J.,24,92,1,,,,,1,0,1
Gonzalez F.,Horna L.,11,52,1,,,,,3,0,3
Muller G.,Rochus O.,66,29,0,,,,,0,1,-1
Almagro N.,Ancic M.,47,10,0,,,,,1,1,0
Novak J.,Vliegen K.,110,34,0,,,,,0,1,-1
Mahut N.,Melzer J.,77,78,1,,,,,1,2,-1
Berlocq C.,Bloomfield R.,89,259,0,,,,,0,1,-1
Becker B.,Chela J.I.,161,48,1,,,,,2,1,1
Agassi A.,Pashanski B.,20,71,1,,,,,1,0,1
Bjorkman J.,Johansson T.,59,21,1,,,,,2,5,-3
Blake J.,Pless K.,7,139,1,,,,,1,0,1
Karanusic R.,Schuettler R.,163,82,1,,,,,1,0,1
Kunitsyn I.,Monfils G.,105,23,1,,,,,1,0,1
Baker J.,Seppi A.,295,68,0,,,,,0,1,-1
Spadea V.,Verdasco F.,75,30,0,,,,,0,3,-3
Arthurs W.,Santoro F.,187,45,0,,,,,0,3,-3
Greul S.,Robredo T.,85,8,0,,,,,1,2,-1
Mathieu P.H.,Philippoussis M.,35,210,0,,,,,0,1,-1
Dlouhy L.,Serra F.,84,36,1,,,,,1,1,0
Galvani S.,Waske A.,141,90,1,,,,,1,0,1
Karlovic I.,Wawrinka S.,60,67,0,,,,,2,5,-3
Henman T.,Soderling R.,64,37,1,,,,,2,0,2
Calleri A.,Srichaphan P.,58,38,1,,,,,1,1,0
Berrer M.,Delgado J.,116,447,0,,,,,0,1,-1
Federer R.,Roddick A.,1,4,1,,,,,21,3,18
Johansson T.,Roddick A.,22,4,0,,,,,0,5,-5
Federer R.,Hewitt L.,1,2,1,,,,,17,6,11
Hewitt L.,Lopez F.,2,33,1,,,,,4,2,2
Grosjean S.,Roddick A.,27,4,0,,,,,0,8,-8
Federer R.,Gonzalez F.,1,24,1,,,,,12,1,11
Johansson T.,Nalbandian D.,22,19,1,,,,,1,1,0
Gonzalez F.,Youzhny M.,24,34,1,,,,,3,1,2
Coria G.,Roddick A.,18,4,0,,,,,0,5,-5
Gasquet R.,Nalbandian D.,20,19,0,,,,,0,7,-7
Johansson T.,Mirnyi M.,22,36,1,,,,,5,1,4
Dent T.,Hewitt L.,30,2,0,,,,,1,5,-4
Grosjean S.,Tursunov D.,27,152,1,,,,,1,2,-1
Ancic M.,Lopez F.,17,33,0,,,,,2,1,1
Federer R.,Ferrero J.C.,1,31,1,,,,,10,3,7
Murray A.,Nalbandian D.,312,19,0,,,,,5,2,3
Gasquet R.,Muller G.,20,69,1,,,,,4,2,2
Johansson T.,Tipsarevic J.,22,108,1,,,,,2,1,1
Andreev I.,Roddick A.,42,4,0,,,,,2,3,-1
Djokovic N.,Grosjean S.,128,27,0,,,,,1,1,0
Popp A.,Tursunov D.,134,152,0,,,,,0,1,-1
Ferrero J.C.,Mayer F.,31,57,1,,,,,4,1,3
Bjorkman J.,Youzhny M.,97,34,0,,,,,1,7,-6
Federer R.,Kiefer N.,1,26,1,,,,,12,3,9
Mirnyi M.,Novak J.,36,28,1,,,,,3,2,1
Coria G.,Melzer J.,18,38,1,,,,,2,0,2
Lopez F.,Safin M.,33,5,1,,,,,3,2,1
Ancic M.,Monfils G.,17,83,1,,,,,2,0,2
Bracciali D.,Roddick A.,120,4,0,,,,,0,2,-2
Gonzalez F.,Johansson J.,24,10,1,,,,,2,1,1
Gimelstob J.,Hewitt L.,123,2,0,,,,,0,2,-2
Berdych T.,Dent T.,49,30,0,,,,,0,2,-2
Muller G.,Nadal R.,69,3,1,,,,,2,4,-2
Andreev I.,Sanguinetti D.,42,64,1,,,,,1,0,1
Novak J.,Santoro F.,28,53,1,,,,,3,1,2
Johansson T.,Pavel A.,22,41,1,,,,,4,2,2
Lu Y.H.,Tipsarevic J.,153,108,0,,,,,1,2,-1
Henman T.,Tursunov D.,9,152,0,,,,,2,5,-3
Arthurs W.,Popp A.,85,134,0,,,,,0,1,-1
Coria G.,Malisse X.,18,51,1,,,,,1,0,1
Djokovic N.,Garcia-Lopez G.,128,81,1,,,,,7,0,7
Mirnyi M.,Rochus O.,36,35,1,,,,,4,1,3
Kucera K.,Nalbandian D.,157,19,0,,,,,0,2,-2
Grosjean S.,Hanescu V.,27,60,1,,,,,3,0,3
Calatrava A.,Melzer J.,125,38,0,,,,,0,1,-1
Murray A.,Stepanek R.,312,13,1,,,,,7,2,5
Elseneer G.,Gasquet R.,191,20,0,,,,,0,1,-1
Hrbaty D.,Monfils G.,25,83,0,,,,,2,3,-1
Federer R.,Minar I.,1,99,1,,,,,3,0,3
Dent T.,Kim K.,30,71,1,,,,,1,0,1
Berdych T.,Burgsmuller L.,49,91,1,,,,,1,0,1
Lopez F.,Sherwood D.,33,261,1,,,,,1,0,1
Gonzalez F.,Zib T.,24,62,1,,,,,1,0,1
Philippoussis M.,Safin M.,142,5,0,,,,,0,4,-4
Mayer F.,Verdasco F.,57,59,1,,,,,3,1,2
Di Mauro A.,Kiefer N.,93,26,0,,,,,0,1,-1
Bjorkman J.,Davydenko N.,97,7,1,,,,,1,2,-1
Lisnard J.R.,Youzhny M.,98,34,0,,,,,0,1,-1
Hernych J.,Hewitt L.,66,2,0,,,,,0,7,-7
Ancic M.,Udomchoke D.,17,161,1,,,,,1,0,1
Johansson J.,Rusedski G.,10,40,1,,,,,3,1,2
Gimelstob J.,Massu N.,123,29,1,,,,,2,0,2
Ferrero J.C.,Lee H.T.,31,67,1,,,,,3,1,2
Grosjean S.,Llodra M.,27,75,1,,,,,2,1,1
Bracciali D.,Karlovic I.,120,56,1,,,,,1,0,1
Nadal R.,Spadea V.,3,39,1,,,,,1,1,0
Mirnyi M.,Schuettler R.,36,72,1,,,,,2,4,-2
Goldstein P.,Rochus O.,101,35,0,,,,,0,1,-1
Johansson T.,Ulihrach B.,22,119,1,,,,,1,1,0
Behrend T.,Coria G.,84,18,0,,,,,0,1,-1
Novak J.,Wessels P.,28,79,1,,,,,1,0,1
Ljubicic I.,Melzer J.,16,38,0,,,,,0,5,-5
Sanguinetti D.,Seppi A.,64,88,1,,,,,1,3,-2
Ferrer D.,Garcia-Lopez G.,15,81,0,,,,,11,1,10
Nalbandian D.,Sluiter R.,19,118,1,,,,,1,0,1
Elseneer G.,Starace P.,191,86,1,,,,,1,0,1
Djokovic N.,Monaco J.,128,68,1,,,,,8,0,8
Calatrava A.,Ketola T.,125,225,1,,,,,1,0,1
Roddick A.,Vanek J.,4,100,1,,,,,1,1,0
Almagro N.,Tursunov D.,77,152,0,,,,,0,3,-3
Mantilla F.,Muller G.,76,69,0,,,,,0,1,-1
Haas T.,Tipsarevic J.,23,108,0,,,,,3,1,2
Karanusic R.,Pavel A.,179,41,0,,,,,0,1,-1
Haehnel J.,Popp A.,106,134,0,,,,,0,1,-1
Horna L.,Kucera K.,55,157,0,,,,,0,1,-1
Ginepri R.,Stepanek R.,73,13,0,,,,,1,2,-1
Gasquet R.,Kohlschreiber P.,20,61,1,,,,,2,3,-1
Santoro F.,Wawrinka S.,53,74,1,,,,,1,0,1
