PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB
Millman J.,Robredo T.,120,19,1,3.8,1.32,3.54,1.28
Gasquet R.,Saville L.,20,183,1,1.08,11.0,1.06,9.01
Granollers M.,Tipsarevic J.,72,486,1,1.65,2.51,1.57,2.37
Djokovic N.,Kohlschreiber P.,1,33,1,1.05,16.5,1.03,12.4
Goffin D.,Zeballos H.,15,128,1,1.14,7.5,1.11,6.22
Isner J.,Soeda G.,17,91,1,1.09,10.4,1.07,8.44
Kokkinakis T.,Mayer L.,71,21,0,2.55,1.64,2.39,1.56
Sousa J.,Wawrinka S.,46,4,0,9.45,1.09,7.9,1.07
Cilic M.,Moriya H.,9,174,1,1.04,20.0,1.02,14.85
Kyrgios N.,Schwartzman D.,29,64,1,1.06,13.0,1.04,10.78
Berankis R.,Haider-Maurer A.,90,57,1,1.57,2.7,1.51,2.54
Becker B.,Estrella Burgos V.,51,48,0,1.93,2.06,1.85,1.91
Anderson K.,Pouille L.,14,96,1,1.05,15.99,1.03,12.12
Ilhan M.,Janowicz J.,82,47,1,8.45,1.12,7.1,1.09
Baghdatis M.,Young D.,54,58,1,1.52,2.9,1.45,2.72
Gimeno-Traver D.,Raonic M.,63,8,0,20.25,1.04,14.66,1.02
Haas T.,Lajovic D.,861,86,1,1.63,2.5,1.57,2.37
Sela D.,Thiem D.,85,30,0,2.6,1.63,2.45,1.54
Cuevas P.,Kudla D.,23,105,0,2.38,1.69,2.26,1.62
Struff J.L.,Tomic B.,112,26,0,6.71,1.18,5.21,1.15
Bolelli S.,Nishikori K.,55,5,0,4.46,1.27,3.99,1.23
Johnson S.,Lacko L.,52,94,1,1.41,3.64,1.34,3.21
De Schepper K.,Smith J.P.,163,160,1,1.61,2.52,1.55,2.41
Broady L.,Matosevic M.,182,138,1,3.0,1.48,2.75,1.43
Chung H.,Herbert P.H.,79,151,0,2.7,1.6,2.45,1.53
Gabashvili T.,Zverev A.,53,74,0,2.81,1.56,2.68,1.46
Klizan M.,Verdasco F.,39,43,0,3.75,1.33,3.52,1.29
Hewitt L.,Nieminen J.,118,92,0,1.61,2.55,1.55,2.4
Djokovic N.,Federer R.,2,4,1,1.75,2.53,1.63,2.31
Federer R.,Raonic M.,4,9,1,1.47,3.4,1.38,3.06
Dimitrov G.,Djokovic N.,13,2,0,4.45,1.32,3.98,1.25
Cilic M.,Djokovic N.,29,2,0,9.65,1.12,7.7,1.09
Dimitrov G.,Murray A.,13,5,1,4.5,1.3,3.94,1.25
Federer R.,Wawrinka S.,4,3,1,1.35,4.0,1.3,3.58
Kyrgios N.,Raonic M.,144,9,0,3.5,1.4,3.11,1.37
Kyrgios N.,Nadal R.,144,1,1,10.4,1.09,8.83,1.06
Nishikori K.,Raonic M.,12,9,0,2.1,1.99,1.96,1.83
Federer R.,Robredo T.,4,22,1,1.06,16.0,1.04,11.09
Lopez F.,Wawrinka S.,26,3,0,2.43,1.67,2.28,1.63
Dimitrov G.,Mayer L.,13,64,1,1.15,10.65,1.11,6.75
Isner J.,Lopez F.,11,26,0,2.25,1.79,2.11,1.72
Bolelli S.,Nishikori K.,132,12,0,9.6,1.1,7.85,1.08
Djokovic N.,Tsonga J.W.,2,17,1,1.14,8.5,1.09,7.03
Istomin D.,Wawrinka S.,45,3,0,3.32,1.45,2.93,1.39
Anderson K.,Murray A.,18,5,0,14.85,1.07,10.38,1.05
Chardy J.,Cilic M.,42,29,0,3.7,1.34,3.46,1.31
Kyrgios N.,Vesely J.,144,68,1,1.87,2.15,1.79,2.0
Federer R.,Giraldo S.,4,35,1,1.03,23.5,1.02,14.3
Kubot L.,Raonic M.,72,9,0,8.0,1.13,6.84,1.11
Kukushkin M.,Nadal R.,63,1,0,17.05,1.05,11.89,1.04
Janowicz J.,Robredo T.,25,22,0,1.97,2.05,1.83,1.95
Kuznetsov An.,Mayer L.,118,64,0,1.93,2.1,1.82,1.96
Djokovic N.,Simon G.,2,44,1,1.05,21.0,1.03,14.46
Tsonga J.W.,Wang J.,17,147,1,1.2,6.0,1.16,5.16
Berdych T.,Cilic M.,6,29,0,1.71,2.55,1.63,2.26
Lopez F.,Pavic A.,26,163,1,1.17,6.7,1.14,5.53
Bautista R.,Murray A.,23,5,0,14.15,1.07,9.67,1.05
Chardy J.,Stakhovsky S.,42,90,1,2.2,1.84,2.1,1.73
Hewitt L.,Janowicz J.,48,25,0,1.77,2.37,1.66,2.21
Dimitrov G.,Dolgopolov O.,13,19,1,1.38,3.6,1.32,3.36
Anderson K.,Fognini F.,18,15,1,1.34,3.8,1.3,3.44
Giraldo S.,Granollers M.,35,224,1,2.0,1.98,1.89,1.89
Dancevic F.,Kukushkin M.,107,63,0,1.77,2.4,1.65,2.21
Raonic M.,Sock J.,9,77,1,1.23,5.62,1.18,4.71
Kudla D.,Nishikori K.,136,12,0,10.25,1.1,8.14,1.07
Mannarino A.,Robredo T.,81,22,0,2.2,1.83,2.08,1.73
Istomin D.,Reister J.,45,110,1,1.2,5.4,1.17,4.84
Isner J.,Nieminen J.,11,62,1,1.37,3.51,1.32,3.33
Federer R.,Muller G.,4,103,1,1.08,12.0,1.06,9.58
Nadal R.,Rosol L.,1,52,1,1.1,9.4,1.08,7.77
Lu Y.H.,Wawrinka S.,47,3,0,6.75,1.15,5.98,1.12
Kubot L.,Lajovic D.,72,84,1,1.5,3.0,1.46,2.7
Monfils G.,Vesely J.,21,68,0,1.33,3.8,1.29,3.52
Bolelli S.,Kohlschreiber P.,132,28,1,7.5,1.18,5.68,1.13
Querrey S.,Tsonga J.W.,67,17,0,3.5,1.4,3.18,1.34
Gasquet R.,Kyrgios N.,14,144,0,1.3,4.5,1.24,3.95
Bautista R.,Hernych J.,23,285,1,1.26,5.0,1.21,4.32
Murray A.,Rola B.,5,92,1,1.02,49.0,1.01,22.05
Gulbis E.,Stakhovsky S.,10,90,0,1.38,3.56,1.32,3.35
Haase R.,Simon G.,53,44,0,2.55,1.69,2.29,1.61
Wang J.,Youzhny M.,147,16,1,4.5,1.27,4.27,1.21
Berdych T.,Tomic B.,6,86,1,1.29,4.33,1.25,3.85
Cilic M.,Haider-Maurer A.,29,95,1,1.08,11.75,1.06,9.02
Dimitrov G.,Saville L.,13,236,1,1.04,22.9,1.03,13.21
Fognini F.,Puetz T.,15,251,1,1.37,3.6,1.3,3.43
Becker B.,Dolgopolov O.,65,19,0,3.05,1.53,2.77,1.44
Anderson K.,Roger-Vasselin E.,18,50,1,1.44,3.22,1.4,2.9
Baghdatis M.,Mayer L.,119,64,0,1.52,3.25,1.46,2.68
Djokovic N.,Stepanek R.,2,38,1,1.04,19.0,1.03,13.13
Ferrer D.,Kuznetsov An.,7,118,0,1.11,10.0,1.08,7.74
Chardy J.,Matosevic M.,42,58,1,2.15,1.83,2.07,1.74
Kubot L.,Struff J.L.,72,66,1,2.44,1.75,2.23,1.64
Ebden M.,Raonic M.,85,9,0,7.0,1.15,6.12,1.12
Kukushkin M.,Sela D.,63,101,1,2.3,1.83,2.12,1.7
Mannarino A.,Riba P.,81,82,1,1.1,9.76,1.08,7.7
Kohlschreiber P.,Sijsling I.,28,59,1,1.31,4.0,1.27,3.71
Sousa J.,Wawrinka S.,41,3,0,5.0,1.27,4.27,1.21
Federer R.,Lorenzi P.,4,83,1,1.01,51.5,1.01,22.88
Falla A.,Pavic A.,55,163,0,1.36,3.6,1.31,3.39
Isner J.,Smethurst D.,11,234,1,1.06,13.25,1.04,10.91
Lopez F.,Sugita Y.,26,145,1,1.1,11.25,1.06,8.81
Dancevic F.,Karlovic I.,107,32,1,3.44,1.4,3.19,1.35
Benneteau J.,Muller G.,46,103,0,1.91,2.1,1.77,2.03
Delbonis F.,Nieminen J.,37,62,0,5.25,1.24,4.42,1.2
De Schepper K.,Nishikori K.,73,12,0,7.18,1.15,6.13,1.12
Jaziri M.,Monfils G.,121,21,0,9.85,1.12,7.44,1.09
Gimeno-Traver D.,Giraldo S.,96,35,0,4.8,1.25,4.24,1.21
Estrella Burgos V.,Vesely J.,91,68,0,5.24,1.23,4.44,1.2
Klizan M.,Nadal R.,51,1,0,9.16,1.12,6.93,1.1
Herbert P.H.,Sock J.,130,77,0,2.25,1.74,2.15,1.68
Lacko L.,Robredo T.,88,22,0,2.63,1.61,2.42,1.55
Istomin D.,Tursunov D.,45,31,1,1.54,3.0,1.44,2.74
Paire B.,Rosol L.,71,52,0,2.45,1.67,2.3,1.61
Granollers M.,Mahut N.,224,54,1,3.1,1.51,2.8,1.42
Hewitt L.,Przysiezny M.,48,120,1,1.15,8.6,1.12,6.28
Kyrgios N.,Robert S.,144,78,1,1.38,3.83,1.32,3.34
Klahn B.,Querrey S.,75,67,0,6.03,1.24,5.02,1.17
Ilhan M.,Kudla D.,151,136,0,2.8,1.59,2.56,1.5
Bolelli S.,Ito T.,132,129,1,1.59,2.65,1.51,2.53
Devvarman S.,Janowicz J.,125,25,0,7.04,1.17,6.01,1.13
Garcia-Lopez G.,Lajovic D.,34,84,0,1.33,4.0,1.28,3.62
Melzer J.,Tsonga J.W.,49,17,0,4.34,1.3,3.92,1.25
Duckworth J.,Gasquet R.,161,14,0,7.0,1.17,5.92,1.13
Lu Y.H.,Nedovyesov A.,47,102,1,1.24,5.65,1.19,4.57
Reister J.,Russell M.,110,94,1,1.52,2.95,1.45,2.7
Matosevic M.,Verdasco F.,58,24,1,3.2,1.51,2.75,1.44
Cuevas P.,Stepanek R.,112,38,0,9.0,1.11,7.29,1.09
Donskoy E.,Tomic B.,114,86,0,6.87,1.17,5.61,1.14
Becker B.,Young D.,65,69,1,1.63,2.65,1.55,2.44
Berlocq C.,Stakhovsky S.,43,90,0,3.5,1.4,3.29,1.32
Andujar P.,Rola B.,80,92,0,2.6,1.7,2.32,1.6
Ward J.,Youzhny M.,154,16,0,5.5,1.26,4.36,1.21
Gonzalez A.,Wang J.,76,147,0,4.5,1.27,4.13,1.22
Goffin D.,Murray A.,105,5,0,16.0,1.05,12.43,1.03
Dimitrov G.,Harrison R.,13,150,1,1.1,10.0,1.08,8.01
Roger-Vasselin E.,Volandri F.,50,117,1,1.03,34.0,1.02,16.55
Dolgopolov O.,Groth S.,19,124,1,1.54,2.88,1.46,2.67
Edmund K.,Haider-Maurer A.,320,95,0,1.6,2.66,1.51,2.53
Kravchuk K.,Simon G.,221,44,0,7.5,1.15,6.08,1.12
Anderson K.,Bedene A.,18,140,1,1.13,7.5,1.11,6.37
Gulbis E.,Zopp J.,10,272,1,1.05,17.0,1.03,12.3
Haase R.,Pospisil V.,53,33,1,1.95,2.1,1.85,1.93
Cilic M.,Mathieu P.H.,29,89,1,1.21,5.25,1.18,4.8
Carreno-Busta P.,Ferrer D.,60,7,0,11.0,1.11,8.37,1.07
Gabashvili T.,Puetz T.,61,251,0,3.5,1.57,3.16,1.35
Saville L.,Thiem D.,236,57,1,3.05,1.5,2.83,1.42
Berdych T.,Hanescu V.,6,104,1,1.05,21.0,1.03,12.72
Djokovic N.,Golubev A.,2,56,1,1.02,35.0,1.01,19.63
Chardy J.,Cox D.,42,214,1,1.08,13.0,1.06,9.4
Evans D.,Kuznetsov An.,143,118,0,2.38,1.69,2.24,1.63
Bautista R.,Johnson S.,23,70,1,1.47,3.2,1.4,2.88
Baghdatis M.,Brown D.,119,79,1,1.77,2.3,1.69,2.14
Hernych J.,Kamke T.,285,87,1,2.7,1.63,2.51,1.52
Mayer L.,Seppi A.,64,36,1,3.6,1.4,3.36,1.31
Fognini F.,Kuznetsov Al.,15,148,1,1.33,4.14,1.26,3.79
Djokovic N.,Murray A.,1,2,0,1.67,2.64,1.58,2.4
Janowicz J.,Murray A.,22,2,0,5.7,1.26,4.67,1.2
Del Potro J.M.,Djokovic N.,8,1,0,6.6,1.2,5.62,1.14
Del Potro J.M.,Ferrer D.,8,4,1,2.36,1.8,2.13,1.71
Janowicz J.,Kubot L.,22,130,1,1.26,5.0,1.22,4.33
Murray A.,Verdasco F.,2,54,1,1.1,10.5,1.08,8.39
Berdych T.,Djokovic N.,6,1,0,7.94,1.15,6.41,1.12
Murray A.,Youzhny M.,2,26,1,1.09,12.55,1.06,9.67
De Schepper K.,Verdasco F.,80,54,0,5.1,1.25,4.46,1.2
Djokovic N.,Haas T.,1,13,1,1.15,7.5,1.11,6.49
Del Potro J.M.,Seppi A.,8,28,1,1.32,4.4,1.27,3.75
Dodig I.,Ferrer D.,49,4,0,3.95,1.4,3.31,1.33
Berdych T.,Tomic B.,6,59,1,1.45,3.5,1.39,2.99
Janowicz J.,Melzer J.,22,37,1,1.32,4.65,1.25,3.97
Kubot L.,Mannarino A.,130,111,1,1.73,2.46,1.63,2.26
Dolgopolov O.,Ferrer D.,24,4,0,3.4,1.49,2.86,1.42
Chardy J.,Djokovic N.,25,1,0,24.5,1.05,15.1,1.02
Gulbis E.,Verdasco F.,39,54,0,1.73,2.48,1.63,2.26
Troicki V.,Youzhny M.,44,26,0,2.41,1.74,2.26,1.63
Del Potro J.M.,Zemlja G.,8,55,1,1.13,9.6,1.08,7.86
De Schepper K.,Monaco J.,80,20,1,3.35,1.48,2.85,1.42
Dodig I.,Sijsling I.,49,64,1,1.97,2.05,1.83,1.94
Haas T.,Lopez F.,13,32,1,1.53,2.88,1.48,2.65
Gasquet R.,Tomic B.,9,59,0,1.45,3.35,1.39,2.97
Anderson K.,Berdych T.,23,6,0,5.6,1.22,4.73,1.19
Kubot L.,Paire B.,130,27,1,4.05,1.37,3.37,1.32
Nishikori K.,Seppi A.,11,28,0,1.4,3.45,1.35,3.19
Dolgopolov O.,Giraldo S.,24,91,1,1.45,3.4,1.37,3.08
Murray A.,Robredo T.,2,29,1,1.05,17.5,1.03,12.61
Brown D.,Mannarino A.,189,111,0,1.76,2.46,1.67,2.18
Almagro N.,Janowicz J.,16,22,0,2.34,1.83,2.07,1.74
Haas T.,Wang J.,13,151,1,1.07,13.0,1.04,11.02
Melzer J.,Stakhovsky S.,37,116,1,2.25,1.91,2.0,1.78
Bautista R.,Ferrer D.,60,4,0,7.5,1.15,6.47,1.11
Chardy J.,Struff J.L.,25,115,1,1.31,4.01,1.27,3.7
Dimitrov G.,Zemlja G.,31,55,0,1.21,5.7,1.17,5.04
Berdych T.,Brands D.,6,57,1,1.09,11.0,1.06,9.42
Blake J.,Tomic B.,87,59,0,3.0,1.59,2.58,1.49
Djokovic N.,Reynolds B.,1,156,1,1.02,46.0,1.01,21.52
Mayer L.,Nishikori K.,84,11,0,9.16,1.12,7.25,1.09
Raonic M.,Sijsling I.,15,64,0,1.5,3.48,1.38,3.0
Dodig I.,Kudla D.,49,105,1,1.45,3.5,1.4,2.92
Del Potro J.M.,Levine J.,8,112,1,1.06,18.0,1.03,12.56
Anderson K.,Przysiezny M.,23,127,1,1.15,8.0,1.11,6.51
Lopez F.,Mathieu P.H.,32,82,1,1.27,5.0,1.21,4.41
Llodra M.,Seppi A.,53,28,0,1.62,2.55,1.57,2.38
Gasquet R.,Soeda G.,9,129,1,1.06,17.5,1.03,12.47
Cilic M.,De Schepper K.,12,80,0,1.1,10.0,1.08,8.26
Lu Y.H.,Murray A.,75,2,0,66.0,1.02,21.16,1.01
Mahut N.,Robredo T.,124,29,0,1.45,3.35,1.4,2.92
Benneteau J.,Verdasco F.,33,54,0,2.3,1.83,2.05,1.75
Paire B.,Robert S.,27,165,1,1.27,4.95,1.24,4.04
Janowicz J.,Stepanek R.,22,45,1,1.83,2.38,1.7,2.13
Isner J.,Mannarino A.,21,111,0,1.25,5.9,1.19,4.58
Kuznetsov An.,Troicki V.,78,44,0,3.75,1.45,2.96,1.39
Darcis S.,Kubot L.,135,130,0,1.85,2.1,1.77,2.02
Gulbis E.,Tsonga J.W.,39,7,1,4.95,1.25,4.24,1.22
Monaco J.,Ram R.,20,86,1,1.3,4.8,1.26,3.8
Melzer J.,Reister J.,37,121,1,1.58,2.68,1.55,2.44
Brown D.,Hewitt L.,189,70,1,10.5,1.15,6.6,1.11
Almagro N.,Rufin G.,16,85,1,1.18,6.7,1.15,5.37
Pospisil V.,Youzhny M.,103,26,0,7.5,1.15,6.06,1.12
Federer R.,Stakhovsky S.,3,116,0,1.01,61.0,1.01,22.96
Berdych T.,Klizan M.,6,36,1,1.06,17.5,1.04,11.17
Bolelli S.,Dimitrov G.,89,31,0,18.0,1.06,11.63,1.04
Kavcic B.,Struff J.L.,132,115,0,3.25,1.5,2.88,1.4
Blake J.,De Bakker T.,87,93,1,1.85,2.24,1.7,2.12
Bedene A.,Mayer L.,90,84,0,1.65,2.56,1.56,2.39
Anderson K.,Rochus O.,23,143,1,1.18,6.83,1.14,5.53
Ebden M.,Nishikori K.,110,11,0,5.9,1.2,4.99,1.17
Bautista R.,Gabashvili T.,60,137,1,1.67,2.95,1.54,2.44
Lopez F.,Simon G.,32,17,1,1.68,2.46,1.62,2.28
Llodra M.,Nieminen J.,53,38,1,1.57,2.86,1.5,2.54
Dolgopolov O.,Elias G.,24,122,1,1.1,12.0,1.07,8.87
Petzschner P.,Przysiezny M.,141,127,0,2.4,1.8,2.15,1.68
Haider-Maurer A.,Soeda G.,108,129,0,3.45,1.45,2.9,1.4
Djokovic N.,Mayer F.,1,34,1,1.03,36.0,1.01,19.77
Haas T.,Tursunov D.,13,65,1,1.13,9.4,1.09,7.1
Gasquet R.,Granollers M.,9,41,1,1.09,13.5,1.06,9.69
Russell M.,Zemlja G.,95,55,0,3.65,1.36,3.25,1.34
Alund M.,Ferrer D.,101,4,0,41.0,1.04,21.85,1.01
Berankis R.,Mathieu P.H.,69,82,0,1.77,2.3,1.7,2.12
Chardy J.,Harrison R.,25,97,1,1.85,2.35,1.66,2.18
Johnson S.,Reynolds B.,98,156,0,1.6,2.7,1.56,2.39
Istomin D.,Seppi A.,47,28,0,2.88,1.66,2.55,1.51
Duckworth J.,Kudla D.,174,105,0,3.35,1.45,2.95,1.39
Berlocq C.,Raonic M.,74,15,0,9.0,1.15,6.21,1.12
Querrey S.,Tomic B.,19,59,0,1.87,2.16,1.75,2.05
Giraldo S.,Zeballos H.,91,52,1,1.42,3.64,1.36,3.11
Brands D.,Gimeno-Traver D.,57,56,1,1.25,4.95,1.22,4.24
Odesnik W.,Wang J.,107,151,0,3.05,1.55,2.6,1.49
Levine J.,Pella G.,112,76,1,1.2,6.72,1.16,5.16
Dodig I.,Kohlschreiber P.,49,18,1,3.35,1.49,2.83,1.42
Del Potro J.M.,Ramos A.,8,62,1,1.06,16.0,1.04,11.56
Kuznetsov Al.,Sijsling I.,173,64,0,4.95,1.25,4.29,1.22
Fognini F.,Melzer J.,30,37,0,1.45,3.25,1.42,2.83
Reid M.,Stepanek R.,216,45,0,8.5,1.15,6.63,1.11
Andujar P.,Mannarino A.,50,111,0,5.1,1.3,4.15,1.23
Knittel B.,Monaco J.,210,20,0,4.65,1.3,3.92,1.25
Edmund K.,Janowicz J.,385,22,0,5.24,1.25,4.57,1.19
Brown D.,Garcia-Lopez G.,189,67,1,2.95,1.55,2.64,1.46
Becker B.,Murray A.,92,2,0,39.0,1.02,19.54,1.01
Hajek J.,Mahut N.,96,124,0,9.8,1.12,8.16,1.08
Bogomolov A.,Robredo T.,81,29,0,3.75,1.38,3.27,1.34
Dutra Silva R.,Stakhovsky S.,100,116,0,8.36,1.14,6.84,1.1
Baghdatis M.,Cilic M.,40,12,0,5.7,1.23,4.72,1.18
Federer R.,Hanescu V.,3,48,1,1.02,66.0,1.01,23.26
Tipsarevic J.,Troicki V.,14,44,0,1.43,3.25,1.39,2.95
Gicquel M.,Pospisil V.,131,103,0,2.3,1.74,2.16,1.68
De Schepper K.,Lorenzi P.,80,73,1,1.55,3.0,1.46,2.68
Gulbis E.,Roger-Vasselin E.,39,71,1,1.29,4.8,1.24,3.97
Goffin D.,Tsonga J.W.,83,7,0,17.0,1.05,13.02,1.03
Almagro N.,Zopp J.,16,183,1,1.07,14.0,1.05,9.94
Darcis S.,Nadal R.,135,5,1,46.0,1.02,20.68,1.01
Falla A.,Robert S.,77,165,0,1.93,2.25,1.8,1.97
Donskoy E.,Isner J.,66,21,0,3.97,1.37,3.49,1.3
Hewitt L.,Wawrinka S.,70,10,1,2.37,1.71,2.21,1.65
Andreev I.,Kubot L.,416,130,0,7.0,1.2,5.47,1.15
Haase R.,Youzhny M.,58,26,0,7.1,1.16,5.96,1.13
Lacko L.,Ram R.,79,86,0,2.2,1.85,2.07,1.73
Malisse X.,Verdasco F.,61,54,0,2.0,2.0,1.83,1.94
Benneteau J.,Kamke T.,33,68,1,1.37,3.75,1.3,3.47
Matosevic M.,Rufin G.,72,85,0,1.8,2.3,1.73,2.08
Paire B.,Ungur A.,27,94,1,1.1,11.0,1.08,8.3
Kuznetsov An.,Montanes A.,78,51,1,1.45,3.1,1.42,2.81
Lu Y.H.,Ward J.,75,219,1,1.47,3.15,1.39,2.94
Reister J.,Rosol L.,121,35,1,3.15,1.59,2.65,1.47
Federer R.,Murray A.,3,4,1,1.51,3.04,1.45,2.76
Djokovic N.,Federer R.,1,3,0,1.48,3.06,1.42,2.87
Murray A.,Tsonga J.W.,4,6,1,1.47,3.2,1.41,2.89
Ferrer D.,Murray A.,5,4,0,2.81,1.54,2.66,1.47
Djokovic N.,Mayer F.,1,29,1,1.04,21.0,1.03,13.65
Federer R.,Youzhny M.,3,33,1,1.15,7.5,1.12,6.2
Kohlschreiber P.,Tsonga J.W.,30,6,0,3.62,1.36,3.31,1.33
Cilic M.,Murray A.,18,4,0,5.0,1.25,4.46,1.2
Del Potro J.M.,Ferrer D.,9,5,0,1.72,2.36,1.67,2.19
Baker B.,Kohlschreiber P.,126,30,0,2.65,1.57,2.54,1.51
Fish M.,Tsonga J.W.,12,6,0,5.14,1.25,4.48,1.2
Gasquet R.,Mayer F.,19,29,0,1.25,5.14,1.21,4.37
Istomin D.,Youzhny M.,39,33,0,3.3,1.43,2.99,1.38
Federer R.,Malisse X.,3,75,1,1.07,14.8,1.05,10.63
Djokovic N.,Troicki V.,1,34,1,1.04,26.0,1.02,15.22
Fish M.,Goffin D.,12,70,1,2.35,1.77,2.16,1.68
Del Potro J.M.,Nishikori K.,9,20,1,1.33,4.2,1.29,3.59
Ferrer D.,Roddick A.,5,25,1,1.5,3.1,1.42,2.83
Baker B.,Paire B.,126,55,1,1.62,2.62,1.55,2.43
Baghdatis M.,Murray A.,42,4,0,8.53,1.12,7.04,1.1
Cilic M.,Querrey S.,18,64,1,1.42,3.49,1.37,3.04
Lacko L.,Tsonga J.W.,60,6,0,10.5,1.09,8.31,1.07
Kohlschreiber P.,Rosol L.,30,100,1,1.53,3.12,1.41,2.87
Querrey S.,Raonic M.,64,22,1,4.7,1.26,4.13,1.22
Monaco J.,Troicki V.,14,34,0,1.5,3.0,1.43,2.77
Tipsarevic J.,Youzhny M.,8,33,0,1.59,2.75,1.52,2.51
Djokovic N.,Stepanek R.,1,27,1,1.04,29.0,1.02,16.46
Almagro N.,Gasquet R.,11,19,0,3.01,1.48,2.74,1.44
Falla A.,Istomin D.,73,39,0,3.02,1.5,2.74,1.44
Benneteau J.,Federer R.,32,3,0,29.98,1.03,18.56,1.01
Malisse X.,Verdasco F.,75,16,1,1.77,2.3,1.69,2.15
Janowicz J.,Mayer F.,136,29,0,3.01,1.46,2.78,1.43
Nishikori K.,Serra F.,20,137,1,1.15,6.96,1.13,5.65
Baker B.,Nieminen J.,126,44,1,1.8,2.28,1.72,2.07
Malisse X.,Simon G.,75,13,1,2.4,1.74,2.21,1.65
Cilic M.,Kubot L.,18,49,1,1.25,5.0,1.21,4.33
Dolgopolov O.,Paire B.,21,55,0,1.6,2.6,1.53,2.48
De Schepper K.,Ferrer D.,160,5,0,16.0,1.06,11.58,1.04
Jaziri M.,Kohlschreiber P.,78,30,0,12.5,1.08,9.09,1.06
Phau B.,Roddick A.,88,25,0,14.4,1.07,10.06,1.05
Becker B.,Stepanek R.,124,27,0,3.05,1.46,2.93,1.39
Baghdatis M.,Dimitrov G.,42,69,1,2.5,1.68,2.29,1.61
Del Potro J.M.,Soeda G.,9,58,1,1.06,17.0,1.04,12.0
Garcia-Lopez G.,Tsonga J.W.,92,6,0,17.5,1.05,12.18,1.03
Verdasco F.,Zemlja G.,16,120,1,1.2,5.37,1.18,4.77
Goffin D.,Levine J.,70,106,1,1.65,2.55,1.56,2.38
Karlovic I.,Murray A.,59,4,0,12.5,1.08,9.27,1.06
Nadal R.,Rosol L.,2,100,0,1.01,76.0,1.01,23.45
Fish M.,Ward J.,12,173,1,1.4,3.41,1.36,3.09
Lacko L.,Melzer J.,60,35,1,3.2,1.55,2.78,1.43
Falla A.,Mahut N.,73,71,1,3.01,1.5,2.79,1.43
Melzer J.,Wawrinka S.,35,24,1,3.05,1.45,2.91,1.39
Almagro N.,Rufin G.,11,168,1,1.19,5.8,1.17,4.99
Andreev I.,Istomin D.,93,39,0,5.26,1.3,4.22,1.22
Sweeting R.,Tipsarevic J.,130,8,0,13.0,1.07,10.58,1.04
Chardy J.,Monaco J.,57,14,0,2.55,1.67,2.29,1.6
Benneteau J.,Russell M.,32,112,1,1.25,5.27,1.2,4.43
Klizan M.,Troicki V.,62,34,0,5.9,1.2,5.07,1.16
Odesnik W.,Phau B.,135,88,0,1.57,2.71,1.51,2.49
Mayer F.,Petzschner P.,29,101,1,1.78,2.38,1.62,2.24
Baker J.,Roddick A.,186,25,0,15.0,1.06,10.57,1.04
Gulbis E.,Janowicz J.,87,136,0,1.73,2.35,1.65,2.21
Cervantes I.,Youzhny M.,152,33,0,16.0,1.06,11.54,1.04
Federer R.,Fognini F.,3,68,1,1.03,71.0,1.01,26.65
Djokovic N.,Harrison R.,1,48,1,1.02,36.3,1.01,19.57
Giraldo S.,Raonic M.,45,22,0,8.75,1.12,7.53,1.08
Bemelmans R.,Gasquet R.,131,19,0,12.0,1.08,8.75,1.06
Karlovic I.,Sela D.,59,108,1,1.25,4.93,1.2,4.32
Ito T.,Kubot L.,65,49,0,3.52,1.4,3.04,1.36
Brown D.,Ferrer D.,164,5,0,21.0,1.04,1.92,1.03
Del Potro J.M.,Haase R.,9,41,1,1.12,9.0,1.07,7.85
Andujar P.,Ward J.,36,173,0,3.25,1.45,2.98,1.38
Haas T.,Kohlschreiber P.,50,30,0,1.57,2.7,1.53,2.48
Lorenzi P.,Mahut N.,86,71,0,10.75,1.13,7.56,1.09
Kuznetsov An.,Serra F.,151,137,0,1.54,2.75,1.49,2.56
Almagro N.,Rochus O.,11,66,1,1.27,4.75,1.21,4.36
Jaziri M.,Zopp J.,78,95,1,4.77,1.25,4.14,1.22
Garcia-Lopez G.,Roger-Vasselin E.,92,67,1,3.01,1.45,2.88,1.4
Kunitsyn I.,Soeda G.,116,58,0,2.7,1.58,2.51,1.51
Hewitt L.,Tsonga J.W.,202,6,0,7.7,1.13,6.62,1.1
Baghdatis M.,Montanes A.,42,90,1,1.15,7.04,1.13,5.9
Bachinger M.,De Schepper K.,110,160,0,2.2,1.8,2.09,1.71
Davydenko N.,Murray A.,47,4,0,14.0,1.07,10.25,1.05
Bogomolov A.,Dolgopolov O.,46,21,0,4.33,1.3,3.96,1.24
Lacko L.,Ungur A.,60,81,1,1.19,6.0,1.15,5.32
Baker B.,Machado R.,126,96,1,1.1,10.23,1.08,7.86
Bellucci T.,Nadal R.,80,2,0,57.0,1.03,22.87,1.01
Kukushkin M.,Nishikori K.,52,20,0,3.66,1.4,3.3,1.32
Fish M.,Ramirez-Hidalgo R.,12,82,1,1.18,7.0,1.14,5.4
Cilic M.,Stebe C.M.,18,77,1,1.08,11.6,1.06,8.75
Pospisil V.,Querrey S.,104,64,0,3.7,1.34,3.41,1.3
