PlayerA,PlayerB,RankA,RankB,WinnerBinary,MaxOddsPlayerA,MaxOddsPlayerB,AvgOddsPlayerA,AvgOddsPlayerB
Rosset M.,Squillari F.,33,19,1,,,,
O'Brien A.,Pozzi G.,192,64,0,,,,
Rochus C.,Schalken S.,89,53,0,,,,
Kuerten G.,Popp A.,4,114,0,,,,
Arazi H.,Henman T.,38,14,0,,,,
Clement A.,Henman T.,58,14,0,,,,
Black W.,Kucera K.,166,44,0,,,,
Boutter J.,Goldstein P.,103,76,0,,,,
Bastl G.,Schalken S.,73,53,0,,,,
Blanco G.,Safin M.,74,9,0,,,,
Gaudenzi A.,Santoro F.,91,30,0,,,,
Alami K.,Llodra M.,29,158,0,,,,
Berasategui A.,Pavel A.,113,34,0,,,,
Portas A.,Spadea V.,55,61,1,,,,
Rafter P.,Woodbridge T.,21,171,1,,,,
Gimelstob J.,Llodra M.,99,158,1,,,,
Gustafsson M.,Mirnyi M.,72,59,1,,,,
Godwin N.,Martin A.,203,67,1,,,,
Bjorkman J.,Dosedel S.,78,50,1,,,,
Bjorkman J.,Godwin N.,78,203,1,,,,
Agassi A.,Golmard J.,1,70,1,,,,
Black B.,Portas A.,52,55,1,,,,
Agassi A.,Philippoussis M.,1,18,1,,,,
Agassi A.,Prinosil D.,1,84,1,,,,
Gambill J.M.,Goldstein P.,56,76,1,,,,
Gustafsson M.,Kilderry P.,72,297,1,,,,
Golmard J.,Saulnier C.,70,124,1,,,,
Enqvist T.,Hantschk M.,8,92,1,,,,
El Aynaoui Y.,Mantilla F.,16,75,1,,,,
Damm M.,Petrovic D.,86,185,1,,,,
Clavet F.,Gumy H.,42,88,1,,,,
Chang M.,Gaudio G.,24,41,1,,,,
Bjorkman J.,Medvedev A.,78,47,1,,,,
Arazi H.,Gaudi I.,38,218,1,,,,
Sampras P.,Vanek J.,3,80,1,,,,
Portas A.,Zib T.,55,121,1,,,,
