PlayerA,PlayerB,RankA,RankB,RankDiff,Court,Surface,WinnerBinary
Andujar P.,Lorenzi P.,50,67,-17.0,Outdoor,Clay,1
Almagro N.,Cuevas P.,91,23,68.0,Outdoor,Clay,0
Golubev A.,Kuznetsov An.,81,83,-2.0,Indoor,Hard,0
Chardy J.,Guez D.,35,199,-164.0,Indoor,Hard,1
Haase R.,Pospisil V.,102,60,42.0,Indoor,Hard,0
Clezar G.,De Bakker T.,230,136,94.0,Outdoor,Clay,0
Berlocq C.,Carreno-Busta P.,76,55,21.0,Outdoor,Clay,0
Brown D.,Karlovic I.,97,29,68.0,Outdoor,Hard,0
Mahut N.,Struff J.L.,119,69,50.0,Indoor,Hard,0
Groth S.,Lu Y.H.,70,61,9.0,Outdoor,Hard,0
Monfils G.,Zverev A.,21,138,-117.0,Indoor,Hard,1
Klizan M.,Lajovic D.,38,71,-33.0,Outdoor,Clay,1
Rublev A.,Sela D.,370,90,280.0,Outdoor,Hard,1
Fognini F.,Vesely J.,28,44,-16.0,Outdoor,Clay,1
Robert S.,Troicki V.,200,43,157.0,Outdoor,Hard,0
Mannarino A.,Quigley E.,41,463,-422.0,Outdoor,Hard,1
Mathieu P.H.,Paire B.,104,121,-17.0,Indoor,Hard,0
Giraldo S.,Monaco J.,33,66,-33.0,Outdoor,Clay,0
Johnson S.,Kukushkin M.,42,57,-15.0,Outdoor,Hard,1
Gonzalez A.,Querrey S.,101,39,62.0,Outdoor,Hard,1
Delbonis F.,Schwartzman D.,63,62,1.0,Outdoor,Clay,1
Mayer L.,Rola B.,30,92,-62.0,Outdoor,Clay,0
Rosol L.,Stakhovsky S.,31,59,-28.0,Indoor,Hard,0
Robredo T.,Ymer E.,18,189,-171.0,Outdoor,Clay,1
Kudla D.,Lacko L.,132,87,45.0,Outdoor,Hard,1
Dolgopolov O.,Gabashvili T.,24,73,-49.0,Outdoor,Hard,1
Haider-Maurer A.,Ramos-Vinolas A.,74,68,6.0,Outdoor,Clay,1
Cecchinato M.,Nieminen J.,156,77,79.0,Outdoor,Clay,0
Coric B.,Istomin D.,85,65,20.0,Indoor,Hard,1
Cuevas P.,Vanni L.,32,149,-117.0,Indoor,Clay,1
Anderson K.,Nishikori K.,15,5,10.0,Indoor,Hard,0
Berdych T.,Wawrinka S.,7,8,-1.0,Indoor,Hard,0
Nishikori K.,Querrey S.,5,41,-36.0,Indoor,Hard,1
Cuevas P.,Giraldo S.,32,33,-1.0,Indoor,Clay,1
Berdych T.,Simon G.,7,19,-12.0,Indoor,Hard,1
Krajicek A.,Nishikori K.,156,5,151.0,Indoor,Hard,0
Anderson K.,Young D.,15,67,-52.0,Indoor,Hard,1
Souza J.,Vanni L.,110,149,-39.0,Indoor,Clay,0
Isner J.,Querrey S.,18,41,-23.0,Indoor,Hard,0
Raonic M.,Wawrinka S.,6,8,-2.0,Indoor,Hard,0
Fognini F.,Giraldo S.,26,33,-7.0,Indoor,Clay,0
Anderson K.,Groth S.,15,70,-55.0,Indoor,Hard,1
Anderson K.,Johnson S.,15,42,-27.0,Indoor,Hard,1
Berdych T.,Monfils G.,7,21,-14.0,Indoor,Hard,1
Murray A.,Simon G.,4,19,-15.0,Indoor,Hard,0
Muller G.,Wawrinka S.,37,8,29.0,Indoor,Hard,0
Raonic M.,Stakhovsky S.,6,69,-63.0,Indoor,Hard,1
Klizan M.,Souza J.,38,110,-72.0,Indoor,Clay,0
Mayer L.,Souza J.,30,110,-80.0,Indoor,Clay,0
Lajovic D.,Vanni L.,77,149,-72.0,Indoor,Clay,0
Almagro N.,Cuevas P.,82,32,50.0,Indoor,Clay,0
Tomic B.,Young D.,49,67,-18.0,Indoor,Hard,0
Berlocq C.,Giraldo S.,75,33,42.0,Indoor,Clay,0
Dodig I.,Isner J.,86,18,68.0,Indoor,Hard,0
Bolelli S.,Raonic M.,50,6,44.0,Indoor,Hard,0
Fognini F.,Schwartzman D.,26,66,-40.0,Indoor,Clay,1
Berdych T.,Seppi A.,7,35,-28.0,Indoor,Hard,1
De Bakker T.,Vanni L.,142,149,-7.0,Indoor,Clay,0
Lajovic D.,Verdasco F.,77,31,46.0,Indoor,Clay,1
Dolgopolov O.,Tomic B.,23,49,-26.0,Indoor,Hard,0
Murray A.,Pospisil V.,4,59,-55.0,Indoor,Hard,1
Brown D.,Johnson S.,93,42,51.0,Indoor,Hard,0
Chardy J.,Simon G.,34,19,15.0,Indoor,Hard,0
Kudla D.,Young D.,131,67,64.0,Indoor,Hard,0
Garcia-Lopez G.,Wawrinka S.,27,8,19.0,Indoor,Hard,0
Bagnis F.,Cuevas P.,117,32,85.0,Indoor,Clay,0
Johnson S.,Krajinovic F.,42,101,-59.0,Indoor,Hard,1
Bautista R.,Monfils G.,16,21,-5.0,Indoor,Hard,0
Donaldson J.,Querrey S.,180,41,139.0,Indoor,Hard,0
Stakhovsky S.,Thiem D.,69,47,22.0,Indoor,Hard,1
Mahut N.,Murray A.,109,4,105.0,Indoor,Hard,0
Garcia-Lopez G.,Istomin D.,27,64,-37.0,Indoor,Hard,1
Becker B.,Querrey S.,39,41,-2.0,Indoor,Hard,0
Harrison R.,Nishikori K.,165,5,160.0,Indoor,Hard,0
Haase R.,Seppi A.,90,35,55.0,Indoor,Hard,0
Almagro N.,Robredo T.,82,17,65.0,Indoor,Clay,1
Dimitrov G.,Muller G.,11,37,-26.0,Indoor,Hard,0
Mayer L.,Ramos-Vinolas A.,30,61,-31.0,Indoor,Clay,1
Huta Galung J.,Wawrinka S.,248,8,240.0,Indoor,Hard,0
Karlovic I.,Krajicek A.,25,156,-131.0,Indoor,Hard,0
Kuznetsov An.,Raonic M.,88,6,82.0,Indoor,Hard,0
Gonzalez M.,Verdasco F.,100,31,69.0,Indoor,Clay,0
Groth S.,Lu Y.H.,70,55,15.0,Indoor,Hard,1
Kohlschreiber P.,Pospisil V.,22,59,-37.0,Indoor,Hard,0
Monfils G.,Roger-Vasselin E.,21,135,-114.0,Indoor,Hard,1
Donaldson J.,Kozlov S.,180,407,-227.0,Indoor,Hard,1
Lorenzi P.,Schwartzman D.,68,66,2.0,Indoor,Clay,0
Karlovic I.,Lacko L.,25,91,-66.0,Indoor,Hard,1
Andujar P.,Lajovic D.,48,77,-29.0,Indoor,Clay,0
Sijsling I.,Tomic B.,89,49,40.0,Indoor,Hard,0
Simon G.,Sousa J.,19,46,-27.0,Indoor,Hard,1
Kokkinakis T.,Kudla D.,145,131,14.0,Indoor,Hard,0
Bellucci T.,Klizan M.,63,38,25.0,Indoor,Clay,0
Krajicek A.,Kukushkin M.,156,58,98.0,Indoor,Hard,1
De Bakker T.,Monaco J.,142,65,77.0,Indoor,Clay,1
Berlocq C.,Pella G.,75,174,-99.0,Indoor,Clay,1
Granollers M.,Stakhovsky S.,51,69,-18.0,Indoor,Hard,0
Carreno-Busta P.,Souza J.,56,110,-54.0,Indoor,Clay,0
Bagnis F.,Delbonis F.,117,62,55.0,Indoor,Clay,1
Harrison R.,Jaziri M.,165,71,94.0,Indoor,Hard,1
Coppejans K.,Giraldo S.,184,33,151.0,Indoor,Clay,0
Berdych T.,Kamke T.,7,99,-92.0,Indoor,Hard,1
Benneteau J.,Chardy J.,28,34,-6.0,Indoor,Hard,0
Brown D.,Matosevic M.,93,78,15.0,Indoor,Hard,1
Dodig I.,Gabashvili T.,86,72,14.0,Indoor,Hard,1
Bolelli S.,Rosol L.,50,29,21.0,Indoor,Hard,1
Gulbis E.,Thiem D.,13,47,-34.0,Indoor,Hard,0
Bautista R.,Zverev A.,16,137,-121.0,Indoor,Hard,1
Almagro N.,Rola B.,82,94,-12.0,Indoor,Clay,1
Goffin D.,Muller G.,20,37,-17.0,Indoor,Hard,0
Mannarino A.,Young D.,40,67,-27.0,Indoor,Hard,0
Cuevas P.,Vesely J.,32,45,-13.0,Indoor,Clay,1
Dimitrov G.,Mathieu P.H.,11,96,-85.0,Indoor,Hard,1
Clezar G.,Ramos-Vinolas A.,223,61,162.0,Indoor,Clay,0
Estrella Burgos V.,Lopez F.,76,14,62.0,Outdoor,Clay,1
Garcia-Lopez G.,Seppi A.,33,40,-7.0,Indoor,Hard,1
Gasquet R.,Janowicz J.,28,44,-16.0,Indoor,Hard,1
Granollers M.,Seppi A.,55,40,15.0,Indoor,Hard,0
Lopez F.,Verdasco F.,14,32,-18.0,Outdoor,Clay,1
Janowicz J.,Sousa J.,44,49,-5.0,Indoor,Hard,1
Bellucci T.,Estrella Burgos V.,73,76,-3.0,Outdoor,Clay,0
Baghdatis M.,Garcia-Lopez G.,67,33,34.0,Indoor,Hard,0
Lorenzi P.,Verdasco F.,68,32,36.0,Outdoor,Clay,0
Gasquet R.,Monfils G.,28,20,8.0,Indoor,Hard,1
Granollers M.,Sijsling I.,55,100,-45.0,Indoor,Hard,1
Janowicz J.,Simon G.,44,19,25.0,Indoor,Hard,1
Lajovic D.,Lopez F.,80,14,66.0,Outdoor,Clay,0
Gasquet R.,Istomin D.,28,61,-33.0,Indoor,Hard,1
Estrella Burgos V.,Klizan M.,76,38,38.0,Outdoor,Clay,1
Melzer G.,Verdasco F.,154,32,122.0,Outdoor,Clay,0
Kohlschreiber P.,Sousa J.,23,49,-26.0,Indoor,Hard,0
Baghdatis M.,Youzhny M.,67,56,11.0,Indoor,Hard,1
Darcis S.,Monfils G.,125,20,105.0,Indoor,Hard,0
Berankis R.,Seppi A.,84,40,44.0,Indoor,Hard,0
Garcia-Lopez G.,Troicki V.,33,46,-13.0,Indoor,Hard,1
Bellucci T.,Montanes A.,73,103,-30.0,Outdoor,Clay,1
Berankis R.,Muller G.,84,36,48.0,Indoor,Hard,1
Soeda G.,Troicki V.,88,46,42.0,Indoor,Hard,0
Gonzalez A.,Lopez F.,106,14,92.0,Outdoor,Clay,0
Falla A.,Lorenzi P.,122,68,54.0,Outdoor,Clay,0
Istomin D.,Sela D.,61,89,-28.0,Indoor,Hard,1
Seppi A.,Ward J.,40,102,-62.0,Indoor,Hard,1
Darcis S.,Nieminen J.,125,66,59.0,Indoor,Hard,1
De Schepper K.,Monfils G.,105,20,85.0,Indoor,Hard,0
Jarry N.,Lajovic D.,219,80,139.0,Outdoor,Clay,0
Dzumhur D.,Garcia-Lopez G.,128,33,95.0,Indoor,Hard,0
Kohlschreiber P.,Mathieu P.H.,23,96,-73.0,Indoor,Hard,1
Mannarino A.,Sijsling I.,41,100,-59.0,Indoor,Hard,0
Dodig I.,Granollers M.,86,55,31.0,Indoor,Hard,0
Gimeno-Traver D.,Klizan M.,90,38,52.0,Outdoor,Clay,0
Veic A.,Ward J.,228,102,126.0,Indoor,Hard,0
Darcis S.,Ito T.,125,87,38.0,Indoor,Hard,1
Delic M.,Dodig I.,152,86,66.0,Indoor,Hard,0
Stakhovsky S.,Youzhny M.,69,56,13.0,Indoor,Hard,0
Baghdatis M.,Karlovic I.,67,25,42.0,Indoor,Hard,1
Janowicz J.,Paire B.,44,149,-105.0,Indoor,Hard,1
Bellucci T.,Zeballos H.,73,124,-51.0,Outdoor,Clay,1
Bellucci T.,Lapentti G.,73,307,-234.0,Outdoor,Clay,1
Kamke T.,Sousa J.,98,49,49.0,Indoor,Hard,0
Roger-Vasselin E.,Simon G.,127,19,108.0,Indoor,Hard,0
Gasquet R.,Pouille L.,28,115,-87.0,Indoor,Hard,1
Giraldo S.,Montanes A.,31,103,-72.0,Outdoor,Clay,0
Dancevic F.,Sijsling I.,156,100,56.0,Indoor,Hard,0
Istomin D.,Jaziri M.,61,65,-4.0,Indoor,Hard,1
Granollers M.,Melzer J.,55,93,-38.0,Indoor,Hard,1
Estrella Burgos V.,Olivo R.,76,265,-189.0,Outdoor,Clay,1
Falla A.,Souza J.,122,113,9.0,Outdoor,Clay,1
Daniel T.,Mathieu P.H.,187,96,91.0,Indoor,Hard,0
Lorenzi P.,Menendez-Maceiras A.,68,130,-62.0,Outdoor,Clay,1
De Schepper K.,Ilhan M.,105,101,4.0,Indoor,Hard,1
Kavcic B.,Youzhny M.,107,56,51.0,Indoor,Hard,0
Haase R.,Seppi A.,85,40,45.0,Indoor,Hard,0
Berrer M.,Dzumhur D.,142,128,14.0,Indoor,Hard,0
Marchenko I.,Troicki V.,134,46,88.0,Indoor,Hard,0
Haider-Maurer A.,Melzer G.,77,154,-77.0,Outdoor,Clay,0
Donskoy E.,Olivo R.,129,265,-136.0,Outdoor,Clay,0
Bachinger M.,Soeda G.,119,88,31.0,Indoor,Hard,0
Kudryavtsev A.,Pouille L.,117,115,2.0,Indoor,Hard,0
Estrella Burgos V.,Ghem A.,76,173,-97.0,Outdoor,Clay,1
Sela D.,Zopp J.,89,183,-94.0,Indoor,Hard,1
Bagnis F.,Gonzalez A.,116,106,10.0,Outdoor,Clay,0
Arguello F.,Montanes A.,146,103,43.0,Outdoor,Clay,0
Lajovic D.,Vanni L.,80,145,-65.0,Outdoor,Clay,1
Nieminen J.,Struff J.L.,66,58,8.0,Indoor,Hard,1
Escobar G.,Jarry N.,309,219,90.0,Outdoor,Clay,0
Fucsovics M.,Gimeno-Traver D.,161,90,71.0,Outdoor,Clay,0
Beck A.,Roger-Vasselin E.,110,127,-17.0,Indoor,Hard,0
Androic T.,Baghdatis M.,294,67,227.0,Indoor,Hard,0
Basilashvili N.,Paire B.,170,149,21.0,Indoor,Hard,0
Lokoli L.,Sousa J.,214,49,165.0,Indoor,Hard,0
Coric B.,Stakhovsky S.,92,69,23.0,Indoor,Hard,0
Berankis R.,Lacko L.,84,91,-7.0,Indoor,Hard,1
Krajicek A.,Zeballos H.,157,124,33.0,Outdoor,Clay,0
Kamke T.,Millot V.,98,175,-77.0,Indoor,Hard,1
Brown D.,Janowicz J.,94,44,50.0,Indoor,Hard,0
Djokovic N.,Murray A.,1,6,-5.0,Outdoor,Hard,1
Djokovic N.,Wawrinka S.,1,4,-3.0,Outdoor,Hard,1
Berdych T.,Murray A.,7,6,1.0,Outdoor,Hard,0
Djokovic N.,Raonic M.,1,8,-7.0,Outdoor,Hard,1
Nishikori K.,Wawrinka S.,5,4,1.0,Outdoor,Hard,0
Kyrgios N.,Murray A.,53,6,47.0,Outdoor,Hard,0
Berdych T.,Nadal R.,7,3,4.0,Outdoor,Hard,1
Ferrer D.,Nishikori K.,10,5,5.0,Outdoor,Hard,0
Djokovic N.,Muller G.,1,42,-41.0,Outdoor,Hard,1
Garcia-Lopez G.,Wawrinka S.,37,4,33.0,Outdoor,Hard,0
Lopez F.,Raonic M.,14,8,6.0,Outdoor,Hard,0
Anderson K.,Nadal R.,15,3,12.0,Outdoor,Hard,0
Berdych T.,Tomic B.,7,66,-59.0,Outdoor,Hard,1
Dimitrov G.,Murray A.,11,6,5.0,Outdoor,Hard,0
Kyrgios N.,Seppi A.,53,46,7.0,Outdoor,Hard,1
Nieminen J.,Wawrinka S.,72,4,68.0,Outdoor,Hard,0
Becker B.,Raonic M.,41,8,33.0,Outdoor,Hard,0
Djokovic N.,Verdasco F.,1,33,-32.0,Outdoor,Hard,1
Isner J.,Muller G.,21,42,-21.0,Outdoor,Hard,0
Janowicz J.,Lopez F.,44,14,30.0,Outdoor,Hard,0
Johnson S.,Nishikori K.,38,5,33.0,Outdoor,Hard,0
Ferrer D.,Simon G.,10,20,-10.0,Outdoor,Hard,1
Garcia-Lopez G.,Pospisil V.,37,60,-23.0,Outdoor,Hard,1
Baghdatis M.,Dimitrov G.,78,11,67.0,Outdoor,Hard,0
Groth S.,Tomic B.,82,66,16.0,Outdoor,Hard,0
Jaziri M.,Kyrgios N.,75,53,22.0,Outdoor,Hard,0
Nadal R.,Sela D.,3,106,-103.0,Outdoor,Hard,1
Anderson K.,Gasquet R.,15,28,-13.0,Outdoor,Hard,1
Murray A.,Sousa J.,6,55,-49.0,Outdoor,Hard,1
Federer R.,Seppi A.,2,46,-44.0,Outdoor,Hard,0
Berdych T.,Troicki V.,7,54,-47.0,Outdoor,Hard,1
Ferrer D.,Stakhovsky S.,10,71,-61.0,Outdoor,Hard,1
Djokovic N.,Kuznetsov An.,1,88,-87.0,Outdoor,Hard,1
Garcia-Lopez G.,Gonzalez A.,37,107,-70.0,Outdoor,Hard,1
Giraldo S.,Johnson S.,32,38,-6.0,Outdoor,Hard,0
Granollers M.,Simon G.,58,20,38.0,Outdoor,Hard,0
Copil M.,Wawrinka S.,194,4,190.0,Outdoor,Hard,0
Raonic M.,Young D.,8,56,-48.0,Outdoor,Hard,1
Soeda G.,Verdasco F.,92,33,59.0,Outdoor,Hard,0
Bachinger M.,Nieminen J.,142,72,70.0,Outdoor,Hard,0
Bautista R.,Muller G.,16,42,-26.0,Outdoor,Hard,0
Lorenzi P.,Pospisil V.,64,60,4.0,Outdoor,Hard,0
Haider-Maurer A.,Isner J.,79,21,58.0,Outdoor,Hard,0
Dodig I.,Nishikori K.,86,5,81.0,Outdoor,Hard,0
Lopez F.,Mannarino A.,14,36,-22.0,Outdoor,Hard,1
Becker B.,Hewitt L.,41,87,-46.0,Outdoor,Hard,1
Janowicz J.,Monfils G.,44,19,25.0,Outdoor,Hard,1
Dimitrov G.,Lacko L.,11,99,-88.0,Outdoor,Hard,1
Berdych T.,Melzer J.,7,108,-101.0,Outdoor,Hard,1
Duckworth J.,Gasquet R.,120,28,92.0,Outdoor,Hard,0
Anderson K.,Berankis R.,15,85,-70.0,Outdoor,Hard,1
Bolelli S.,Federer R.,48,2,46.0,Outdoor,Hard,0
Karlovic I.,Kyrgios N.,27,53,-26.0,Outdoor,Hard,0
Rosol L.,Sela D.,30,106,-76.0,Outdoor,Hard,0
Chardy J.,Seppi A.,31,46,-15.0,Outdoor,Hard,0
Matosevic M.,Murray A.,81,6,75.0,Outdoor,Hard,0
Mayer L.,Troicki V.,26,54,-28.0,Outdoor,Hard,0
Baghdatis M.,Goffin D.,78,22,56.0,Outdoor,Hard,1
Kohlschreiber P.,Tomic B.,24,66,-42.0,Outdoor,Hard,0
Klizan M.,Sousa J.,34,55,-21.0,Outdoor,Hard,0
Groth S.,Kokkinakis T.,82,147,-65.0,Outdoor,Hard,1
Jaziri M.,Roger-Vasselin E.,75,119,-44.0,Outdoor,Hard,1
Nadal R.,Smyczek T.,3,112,-109.0,Outdoor,Hard,1
Becker B.,Benneteau J.,41,25,16.0,Outdoor,Hard,1
Haase R.,Simon G.,83,20,63.0,Outdoor,Hard,0
Bedene A.,Djokovic N.,116,1,115.0,Outdoor,Hard,0
Giraldo S.,Hernych J.,32,201,-169.0,Outdoor,Hard,1
Edmund K.,Johnson S.,192,38,154.0,Outdoor,Hard,0
Ilhan M.,Wawrinka S.,100,4,96.0,Outdoor,Hard,0
Granollers M.,Robert S.,58,132,-74.0,Outdoor,Hard,1
Bachinger M.,Cuevas P.,142,29,113.0,Outdoor,Hard,1
Isner J.,Wang J.,21,118,-97.0,Outdoor,Hard,1
Mannarino A.,Rola B.,36,80,-44.0,Outdoor,Hard,1
Almagro N.,Nishikori K.,69,5,64.0,Outdoor,Hard,0
Marchenko I.,Raonic M.,144,8,136.0,Outdoor,Hard,0
Dodig I.,Souza J.,86,115,-29.0,Outdoor,Hard,1
Andujar P.,Copil M.,43,194,-151.0,Outdoor,Hard,0
Golubev A.,Nieminen J.,73,72,1.0,Outdoor,Hard,0
Carreno-Busta P.,Muller G.,52,42,10.0,Outdoor,Hard,0
Hewitt L.,Zhang Z.,87,187,-100.0,Outdoor,Hard,1
Bellucci T.,Ferrer D.,65,10,55.0,Outdoor,Hard,0
Fognini F.,Gonzalez A.,18,107,-89.0,Outdoor,Hard,0
Puetz T.,Young D.,183,56,127.0,Outdoor,Hard,0
Verdasco F.,Ward J.,33,103,-70.0,Outdoor,Hard,1
Haider-Maurer A.,Lokoli L.,79,259,-180.0,Outdoor,Hard,1
Janowicz J.,Moriya H.,44,146,-102.0,Outdoor,Hard,1
Kuznetsov An.,Ramos-Vinolas A.,88,61,27.0,Outdoor,Hard,1
Bautista R.,Thiem D.,16,40,-24.0,Outdoor,Hard,1
Garcia-Lopez G.,Gojowczyk P.,37,96,-59.0,Outdoor,Hard,1
Lajovic D.,Stakhovsky S.,68,71,-3.0,Outdoor,Hard,0
Soeda G.,Ymer E.,92,212,-120.0,Outdoor,Hard,1
Pospisil V.,Querrey S.,60,35,25.0,Outdoor,Hard,1
Monfils G.,Pouille L.,19,117,-98.0,Outdoor,Hard,1
Kudla D.,Lopez F.,123,14,109.0,Outdoor,Hard,0
Dolgopolov O.,Lorenzi P.,23,64,-41.0,Outdoor,Hard,0
Delbonis F.,Kyrgios N.,62,53,9.0,Outdoor,Hard,0
Kohlschreiber P.,Mathieu P.H.,24,93,-69.0,Outdoor,Hard,1
Mayer L.,Millman J.,26,151,-125.0,Outdoor,Hard,1
Nadal R.,Youzhny M.,3,49,-46.0,Outdoor,Hard,1
Brown D.,Dimitrov G.,90,11,79.0,Outdoor,Hard,0
Berlocq C.,Gasquet R.,70,28,42.0,Outdoor,Hard,0
Bemelmans R.,Karlovic I.,173,27,146.0,Outdoor,Hard,0
Ito T.,Klizan M.,89,34,55.0,Outdoor,Hard,0
Saville L.,Smyczek T.,164,112,52.0,Outdoor,Hard,0
Groth S.,Krajinovic F.,82,97,-15.0,Outdoor,Hard,1
Sousa J.,Thompson J.,55,274,-219.0,Outdoor,Hard,1
Berdych T.,Falla A.,7,101,-94.0,Outdoor,Hard,1
Bhambri Y.,Murray A.,317,6,311.0,Outdoor,Hard,0
Federer R.,Lu Y.H.,2,47,-45.0,Outdoor,Hard,1
Robredo T.,Roger-Vasselin E.,17,119,-102.0,Outdoor,Hard,0
Kamke T.,Tomic B.,95,66,29.0,Outdoor,Hard,0
Troicki V.,Vesely J.,54,39,15.0,Outdoor,Hard,1
Bolelli S.,Monaco J.,48,63,-15.0,Outdoor,Hard,1
Anderson K.,Schwartzman D.,15,59,-44.0,Outdoor,Hard,1
Chardy J.,Coric B.,31,91,-60.0,Outdoor,Hard,1
Goffin D.,Russell M.,22,156,-134.0,Outdoor,Hard,1
Jaziri M.,Kukushkin M.,75,51,24.0,Outdoor,Hard,1
Estrella Burgos V.,Melzer J.,77,108,-31.0,Outdoor,Hard,0
De Schepper K.,Rosol L.,94,30,64.0,Outdoor,Hard,0
Gonzalez M.,Lacko L.,98,99,-1.0,Outdoor,Hard,0
Kudryavtsev A.,Matosevic M.,127,81,46.0,Outdoor,Hard,0
Istomin D.,Seppi A.,50,46,4.0,Outdoor,Hard,0
Duckworth J.,Kavcic B.,120,102,18.0,Outdoor,Hard,1
Berankis R.,Sijsling I.,85,84,1.0,Outdoor,Hard,1
Baghdatis M.,Gabashvili T.,78,67,11.0,Outdoor,Hard,1
Gulbis E.,Kokkinakis T.,13,147,-134.0,Outdoor,Hard,0
Sela D.,Struff J.L.,106,57,49.0,Outdoor,Hard,1
Kukushkin M.,Troicki V.,69,94,-25.0,Outdoor,Hard,0
Mannarino A.,Vesely J.,44,65,-21.0,Outdoor,Hard,0
Kukushkin M.,Mayer L.,69,28,41.0,Outdoor,Hard,1
Muller G.,Troicki V.,46,94,-48.0,Outdoor,Hard,0
Anderson K.,Vesely J.,16,65,-49.0,Outdoor,Hard,0
Mannarino A.,Pouille L.,44,133,-89.0,Outdoor,Hard,1
Del Potro J.M.,Kukushkin M.,135,69,66.0,Outdoor,Hard,0
Pouille L.,Ramos-Vinolas A.,133,62,71.0,Outdoor,Hard,1
Vesely J.,Young D.,65,54,11.0,Outdoor,Hard,1
Anderson K.,Johnson S.,16,37,-21.0,Outdoor,Hard,1
Benneteau J.,Mayer L.,25,28,-3.0,Outdoor,Hard,0
Bolelli S.,Troicki V.,52,94,-42.0,Outdoor,Hard,0
Muller G.,Tomic B.,46,53,-7.0,Outdoor,Hard,1
Andujar P.,Troicki V.,41,94,-53.0,Outdoor,Hard,0
Kohlschreiber P.,Tomic B.,24,53,-29.0,Outdoor,Hard,0
Lu Y.H.,Ramos-Vinolas A.,38,62,-24.0,Outdoor,Hard,0
Bolelli S.,Goffin D.,52,22,30.0,Outdoor,Hard,1
Falla A.,Mannarino A.,113,44,69.0,Outdoor,Hard,0
Benneteau J.,Pospisil V.,25,56,-31.0,Outdoor,Hard,1
Del Potro J.M.,Fognini F.,135,19,116.0,Outdoor,Hard,1
Schwartzman D.,Young D.,60,54,6.0,Outdoor,Hard,0
Janowicz J.,Mayer L.,43,28,15.0,Outdoor,Hard,0
Gulbis E.,Vesely J.,13,65,-52.0,Outdoor,Hard,0
Chardy J.,Muller G.,31,46,-15.0,Outdoor,Hard,0
Cuevas P.,Kukushkin M.,29,69,-40.0,Outdoor,Hard,0
Bautista R.,Mannarino A.,15,44,-29.0,Outdoor,Hard,0
Pouille L.,Venus M.,133,405,-272.0,Outdoor,Hard,1
Carreno-Busta P.,Johnson S.,49,37,12.0,Outdoor,Hard,0
Andujar P.,Nieminen J.,41,73,-32.0,Outdoor,Hard,1
Sijsling I.,Tomic B.,81,53,28.0,Outdoor,Hard,0
Chardy J.,Querrey S.,31,35,-4.0,Outdoor,Hard,1
Klizan M.,Troicki V.,34,94,-60.0,Outdoor,Hard,0
Carreno-Busta P.,Coric B.,49,95,-46.0,Outdoor,Hard,1
Lorenzi P.,Ramos-Vinolas A.,63,62,1.0,Outdoor,Hard,0
Anderson K.,Struff J.L.,16,58,-42.0,Outdoor,Hard,1
Soeda G.,Young D.,92,54,38.0,Outdoor,Hard,0
De Schepper K.,Falla A.,100,113,-13.0,Outdoor,Hard,0
Groth S.,Muller G.,85,46,39.0,Outdoor,Hard,0
Gonzalez A.,Venus M.,109,405,-296.0,Outdoor,Hard,0
Janowicz J.,Kyrgios N.,43,50,-7.0,Outdoor,Hard,1
Del Potro J.M.,Stakhovsky S.,135,57,78.0,Outdoor,Hard,1
Pospisil V.,Seppi A.,56,45,11.0,Outdoor,Hard,1
Bellucci T.,Vesely J.,64,65,-1.0,Outdoor,Hard,0
Istomin D.,Kukushkin M.,48,69,-21.0,Outdoor,Hard,0
Lu Y.H.,Monaco J.,38,61,-23.0,Outdoor,Hard,1
Garcia-Lopez G.,Schwartzman D.,36,60,-24.0,Outdoor,Hard,0
De Schepper K.,Giraldo S.,100,32,68.0,Outdoor,Hard,1
Falla A.,Statham J.,113,577,-464.0,Outdoor,Hard,1
Bolelli S.,Matosevic M.,52,77,-25.0,Outdoor,Hard,1
Delbonis F.,Mannarino A.,59,44,15.0,Outdoor,Hard,0
Johnson S.,Sousa J.,37,51,-14.0,Outdoor,Hard,1
Almagro N.,Cuevas P.,70,29,41.0,Outdoor,Hard,0
Becker B.,Mayer L.,40,28,12.0,Outdoor,Hard,0
Struff J.L.,Thiem D.,58,39,19.0,Outdoor,Hard,1
Federer R.,Raonic M.,2,8,-6.0,Outdoor,Hard,1
Bedene A.,Wawrinka S.,156,4,152.0,Outdoor,Hard,0
Goffin D.,Wawrinka S.,22,4,18.0,Outdoor,Hard,0
Bautista R.,Bedene A.,15,156,-141.0,Outdoor,Hard,0
Nishikori K.,Raonic M.,5,8,-3.0,Outdoor,Hard,0
Berdych T.,Ferrer D.,7,10,-3.0,Outdoor,Hard,0
Dimitrov G.,Federer R.,11,2,9.0,Outdoor,Hard,0
Ferrer D.,Karlovic I.,10,27,-17.0,Outdoor,Hard,1
Muller G.,Wawrinka S.,46,4,42.0,Outdoor,Hard,0
Groth S.,Raonic M.,85,8,77.0,Outdoor,Hard,0
Dimitrov G.,Klizan M.,11,34,-23.0,Outdoor,Hard,1
Nishikori K.,Tomic B.,5,53,-48.0,Outdoor,Hard,1
Berdych T.,Seppi A.,7,45,-38.0,Outdoor,Hard,1
Duckworth J.,Federer R.,125,2,123.0,Outdoor,Hard,0
Goffin D.,Haider-Maurer A.,22,79,-57.0,Outdoor,Hard,1
Bautista R.,Lu Y.H.,15,38,-23.0,Outdoor,Hard,1
